project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
EmekaAgara/rwa-app,https://github.com/EmekaAgara/rwa-app,3,1,1,5,"The README provides a solid project overview, lists key features, outlines the tech stack, and includes a clear project‑structure diagram. It also offers practical setup instructions for local development (dependency installation, dfx start, deployment, running the frontend server, and testing). However, it lacks several important elements: there are no contribution guidelines (e.g., code style, pull‑request process), no explicit integration guide for consuming the canisters or the AI agent, and limited details on required environment variables or configuration steps. While the overall clarity and formatting are decent, the missing sections prevent it from reaching a “good” rating. Hence it falls into the “fair” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week the Internet Identity integration was upgraded to use the new “https://id.ai” provider, reflected in the WalletConnect components and the InternetIdentity UI. The backend RWA actor was converted to a persistent actor and its state maps were made flexible, fixing a persistence bug. Additionally, a full copy of the main Motoko file was added to the repository to support these changes.",dfx.json file found - indicates ICP/Dfinity project structure
jaibhedia/stakecommerce,https://github.com/jaibhedia/stakecommerce,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
https://github.com/Appic-Solutions,https://github.com/Appic-Solutions,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
rxshil09/DAO_launcher_kit,https://github.com/rxshil09/DAO_launcher_kit,2,2,1,5,"The README provides a fairly detailed overview of the project's features and its backend/frontend folder structure, which is helpful for understanding what the system does and how it is organized. However, it lacks several critical components required for high‑quality documentation:","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week we added an analytics and registry canister with platform‑metrics to the DAO launcher kit, delivering a full DAO analytics system that collects, reports, and documents usage data for better performance insight. We also introduced a DAO discovery and exploration feature on the explore route, enabling users to find and browse DAOs more easily. Minor bug fixes and refinements were applied throughout, improving overall stability and usability.; Week of 2025-09-22: Added support for an ICRC‑1/2 token ledger, introducing new token functionality to the project. Also performed repository cleanup by removing unused files. This enhances the system’s capabilities while streamlining the codebase.",dfx.json file found - indicates ICP/Dfinity project structure
evoker-labs/vex,https://github.com/evoker-labs/vex,2,1,1,4,"The README provides a solid high‑level description of the VEX platform, its problem space, solution, market opportunity, business model, and competitive advantages. The sections are well‑structured, clearly written, and formatted with headings, tables, and bullet points, which aids readability.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: This week we added several UI enhancements—including an embedded responsive YouTube pitch video, Tailwind CSS and Framer Motion styling, a smooth‑scroll navigation system, a new asset‑handling feature with a conditional‑class helper, and expanded the data schema with review‑platform models. The CI/CD pipeline was overhauled: broken PDF links were fixed, caching and SHA‑256 hashing were introduced to skip unnecessary builds, and a reliable GitHub Pages deployment workflow with proper permissions, artifact handling, and build‑output caching was implemented. Documentation, configuration, and dependency management were also cleaned up, improving build stability and the overall developer experience.",dfx.json file found - indicates ICP/Dfinity project structure
Ghostkeys-App/ghostkeys-app,https://github.com/Ghostkeys-App/ghostkeys-app,3,2,1,6,"The README provides a solid project overview, clear architecture diagrams, and a “Quick Start (Local Dev)” section that hints at setup instructions (Prerequisites, Run). It explains what GhostKeys is, its security model, and the core components, giving readers a good sense of the system. However, the setup instructions are incomplete in the excerpt (no concrete commands or step‑by‑step guidance), there is no dedicated integration guide for using the vault from other applications, and there are no contribution guidelines or instructions for developers who want to submit patches. The overall structure and formatting are clear, but the missing detailed onboarding and contribution information keep the documentation from reaching a higher rating.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week a Chrome‑extension MVP was added, providing background and content scripts, a popup UI, manifest and icons. The partner‑iframe embed was built out, including a new SDK, environment‑aware Vite configuration, updated bridge messaging, tighter CSP headers and an example demo. The main frontend gained a new IdpPopup component and route, expanded theme styles for the popup, and refined identity handling and build scripts.; Week of 2025-09-15: This week we rolled out extensive UI and profile enhancements—including a new settings overlay, redesigned pop‑ups, multi‑identity profile selection with logout/add‑profile modals and prompts for switching users—while also integrating a partner‑iframe feature and fixing login handling for special characters. We added robust data handling capabilities such as serializers, vault‑name syncing, encrypted serialization for both individual and global synchronization (including spreadsheet columns) and a new spreadsheet structure to support decryption. Finally, the build pipeline was rebuilt with scripted workflows, Junobuild‑DIDC integration, tag‑override support and cleanup scripts, delivering more reliable builds and a smoother development workflow.; Week of 2025-09-22: We promoted the pre‑prod build to production and released a Ghostkeys Chrome‑extension MVP featuring an updated popup UI, while fully integrating the external SDK and cleaning up unused code. The team also fixed the multi‑profile switching bug, refined spreadsheet data update/delete logic, and merged the SDK‑integration branch with a new Language Server Protocol summary. Documentation was refreshed with an updated table of contents, a vault sequence diagram, and LSP guidance, improving developer onboarding and overall system reliability.",dfx.json file found - indicates ICP/Dfinity project structure
mateussda/learn-on-chain,https://github.com/mateussda/learn-on-chain,3,0,1,4,"The README provides a clear project overview in Portuguese, lists the main canisters, and includes basic local‑development setup steps (starting DFX, deploying, installing frontend dependencies, and running the dev server). However, it lacks several key elements required for a higher rating: there is no integration guide or API usage instructions, no contribution guidelines (how to submit issues, pull requests, code style, testing, etc.), and the setup instructions are minimal (no mention of required Node version, DFX version, or environment variables). While the existing sections are reasonably clear and formatted, the omissions prevent the documentation from being considered “good” or “excellent.” Hence, it falls into the “fair” category.",0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
saheramr15/CargoTrace,https://github.com/saheramr15/CargoTrace,2,2,1,5,"The README provides a clear high‑level overview of the project—its purpose, key features, workflow, impact, and technology stack—so the general project description and overall clarity are good. However, it lacks essential practical information. There are no setup or installation instructions for running the code locally (e.g., cloning the repo, installing dependencies, configuring environment variables, building the smart contracts, or starting the frontend/backend). There is no integration guide explaining how external systems or users can interact with the platform (API endpoints, wallet connections, or how to submit customs codes). Contribution guidelines (how to submit issues, pull requests, code style, testing procedures) are also absent. Without these sections, developers cannot easily get the project up and running or contribute to it, which is a significant gap. Therefore, the documentation falls into the “Limited documentation with significant gaps” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week we delivered several minor updates and bug fixes across the codebase, improving stability and performance of existing features. While no major new features were added, these refinements enhance the user experience and reduce error rates.; Week of 2025-09-15: This week we introduced role‑specific dashboards (user and admin) with login support, added loan visibility to user wallets, enabled admins to fund canisters and approve loans using test tokens, and integrated Tailwind CSS for a modern UI foundation. We also refreshed the site’s content and visual design by adding “Why Choose Us”, updated “How It Works”, new problem/solution sections, hero‑section tweaks, animations, and extensive color and layout refinements while removing outdated navigation, footer elements, and unused CSS files. Collectively, these changes deliver functional enhancements for loan handling and authentication, streamline the interface, and markedly improve the overall user experience and code cleanliness.; Week of 2025-09-22: The week’s work comprised a series of minor updates and bug fixes that refined existing functionality and addressed stability issues. These changes improve overall reliability and performance across the product. No new features were introduced.",dfx.json file found - indicates ICP/Dfinity project structure
parimal-art/DeSocial,https://github.com/parimal-art/DeSocial,3,0,1,4,"The README provides a solid general project description, clear vision, problem/solution framing, feature list, tech‑stack overview, and a nice flow diagram, all well‑structured and grammatically sound. However, it lacks essential practical sections: there are no step‑by‑step setup instructions for local development (e.g., installing `dfx`, building the Rust canisters, running the React frontend, or configuring Internet Identity), no integration guide for consuming the Candid API, and no contribution guidelines (how to submit PRs, code style, testing, etc.). Because these key elements are missing, the documentation is only fair—presenting the high‑level concept but not enough to get developers up and running or to encourage community contributions.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
ColettoG/icp-ant-colony-optimization,https://github.com/ColettoG/icp-ant-colony-optimization,3,1,1,5,"The README provides clear local development setup instructions, including how to start the replica, deploy canisters, generate candid interfaces, and run the frontend server. It also mentions environment‑variable considerations for the frontend. However, it lacks a substantive project description—there is no explanation of what the “ant‑colony‑icp” project actually does or its purpose. There are no integration or usage guides beyond the basic commands, and there are no contribution guidelines, code‑of‑conduct, or instructions for external developers to extend or contribute to the project. The overall structure and formatting are decent, and the grammar is fine, but the missing high‑level context and contribution information keep it at a basic (fair) level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented runtime configurability for the Ant Colony Optimization backend by adding `setParameters` and `setDistances` methods and making algorithm parameters and problem space mutable, while also extending the `antColonyOptimization` service to return both the best tour and its cost. Updated the Motoko actor to expose these new functions and adjust internal state accordingly. These changes enhance flexibility and usability of the ACO service without adding or removing any files.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/icp-pulse,https://github.com/icp-pulse,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
SafeGiantJacket/CarbonX,https://github.com/SafeGiantJacket/CarbonX,2,1,1,4,"The README provides a decent high‑level overview of the project (goals, architecture, IoT and AI components) and includes some useful links to demos. However, it lacks essential practical information. There are no setup or installation instructions for getting the code running locally, no step‑by‑step guide for developers to build, test, or deploy the Motoko canisters, and no contribution guidelines (e.g., how to submit PRs, coding standards, issue reporting). Integration instructions are only implicit in the IoT section and are not presented as a clear “how‑to” for external developers. Overall the document is missing several critical sections required for a usable README, resulting in a limited documentation quality.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented a suite of professional‑grade features, adding fractional credit handling, royalty logic, audit/history tracking, and metadata‑update endpoints across all canisters (Issuance, Marketplace, Registry, Retirement). Added extensive frontend UI components—including activity feed, notifications, batch actions, export/reporting, dark‑mode toggle, and a fractional marketplace panel—plus a canister‑actors library to integrate the new backend capabilities. Updated the README with a new pitch‑deck link and a “Final Add‑ons & Professional Features” section to document these enhancements.",dfx.json file found - indicates ICP/Dfinity project structure
