project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
dariuszdawidowski/jrpg-stellar-engine,https://github.com/dariuszdawidowski/jrpg-stellar-engine,2,1,0,3,"The README provides a brief project description and a few useful links (badges, CDN URL, map editor compatibility). However, it lacks comprehensive setup instructions for local development (e.g., cloning the repo, installing dependencies, running the build system, testing). There is no detailed integration guide for using the engine as an npm package or via the CDN beyond a single URL. Contribution guidelines are absent; the “Release (for developers)” section only mentions version bumping but does not explain how to contribute, submit pull requests, or run lint/tests. The overall structure is simple and readable, but the documentation misses several key elements required for a developer‑friendly README, resulting in a low rating.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: Improved the canvas resizing logic in src/view.js so that the canvas now fits the document body’s dimensions (using document.body.clientWidth/Height) instead of the full window size. This change refines rendering layout without adding or removing any files. Overall, it enhances how the game view adapts to the page’s actual content area.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
Eshajha19/Edu-Navia,https://github.com/Eshajha19/Edu-Navia,3,0,1,4,"The README provides a solid project overview—including a clear description, problem statement, solution rationale, and a detailed feature list—as well as a concise tech‑stack summary. However, it lacks critical practical sections: there are no step‑by‑step setup instructions for running the project locally, no guidance on how to integrate the platform with other services, and no contribution guidelines for external developers. The formatting is generally readable, but there are minor redundancies (e.g., duplicate “Smooth animations & transitions”) and an incomplete line in the tech‑stack section. Overall, the documentation is functional but missing several key elements required for a fully usable README.",0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
muslimalfatih/collective-impact,https://github.com/muslimalfatih/collective-impact,1,3,1,5,The provided README excerpt consists solely of a brief list of function signatures with minimal descriptions. It lacks any of the essential documentation elements:,"3 - commits for every other week. Weekly development summary: Week of 2025-09-01: The week’s work focused on revamping the project README, adding extensive documentation, badges, and a detailed project overview. No source code, UI components, or backend logic were added, modified, or removed. Overall, the changes improve project presentation and clarity but do not introduce new features.; Week of 2025-09-15: Implemented a full persistent backend canister for campaign management, introducing comprehensive data models (campaigns, donations, creators) and associated logic in src/backend/main.mo. Updated the project configuration (dfx.json) to support IC deployment, added a canister‑ids.json file, and revised the README with live URLs, deployment steps, and new frontend install commands. These changes enable end‑to‑end functionality and ready the app for production on the Internet Computer.",dfx.json file found - indicates ICP/Dfinity project structure
Infoundr/infoundr-site,https://github.com/Infoundr/infoundr-site,3,3,1,7,"The README provides a solid overview of the project’s structure, deployment steps for mainnet, and detailed sections on backend and frontend development, available scripts, and authentication flows. It includes useful information such as the directory layout, key source files, and how to run the development server. However, it lacks a clear, high‑level project description at the top, and the initial part of the file appears truncated (“art the development server”). There are no explicit, step‑by‑step instructions for setting up the environment locally (e.g., installing prerequisites, configuring DFX, running `npm run setup`, etc.), nor does it contain any contribution guidelines, code of conduct, or instructions for external integration. The formatting is generally good, but the incomplete sentences and missing sections reduce overall clarity. Consequently, the documentation meets the basic requirements but has notable gaps, meriting a “Fair” rating.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: The pricing system was refined with a new styled “Start Free” button, a “Pro Tier Coming Soon” overlay, and updated pricing logic, while documentation for the Slack integration was added and refreshed. Minor updates and bug fixes were also applied, collectively improving the subscription experience and providing clearer guidance for Slack users.; Week of 2025-09-15: This week we launched a full‑featured Playground, adding a stable user‑ID system, admin statistics retrieval, markdown support, dedicated chat components, and UI tweaks (new “Get Started” routing, links opening in new windows, and removal of extraneous emojis). We also made the Playground environment production‑ready by adding environment‑aware GitHub Actions variables, cleaning up setup scripts, and eliminating API‑key logging for better security and configurability. Overall, these updates improve user tracking, navigation safety, monitoring, and the robustness and polish of the new Playground experience.; Week of 2025-09-22: Minor updates and fixes – the README was updated to replace the placeholder “Using Infoundr on Slack” section with a new “Testing Infoundr on playground chat” demo, including links to the demo video. No code files were added, removed, or altered. The change primarily improves documentation by showcasing a playground demo.",dfx.json file found - indicates ICP/Dfinity project structure
FLUX-APP-LAB/flux,https://github.com/FLUX-APP-LAB/flux,3,2,1,6,"The README provides a solid project overview, screenshots, and basic setup instructions for local development (installing Node.js and DFX, running `dfx start`, `dfx deploy`, and starting the frontend with `npm start`). It also outlines the development workflow, lists core features, and gives a brief wallet‑integration overview. However, several important elements are missing or incomplete:","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: Minor updates and fixes.; Week of 2025-09-15: This week we delivered a full live‑streaming suite: the UI was overhauled with new styling, animated status badges, and WebRTC‑powered streaming components (LiveStreamPage, WebRTCStreamPlayer, overlays for connection status, controls, and viewer counts), plus a responsive stream‑management dashboard with navigation, protected routing, and memoized list components. We also expanded core app functionality by refactoring authentication to include loading states and auth‑aware navigation, adding wallet‑connection handling and environment‑based config, enhancing user‑profile APIs (retrieve/update, follow checks, wallet‑disconnect handling, selectedUser state), and strengthening video‑comment logic with avatar conversion, optimistic like/unlike updates, and richer error handling. Together these changes make the platform’s live‑stream creation, management, and interaction more robust, performant, and user‑friendly.",dfx.json file found - indicates ICP/Dfinity project structure
cryptobenkei/icphub,https://github.com/cryptobenkei/icphub,4,1,1,6,"The README provides a solid foundation: it includes clear local‑development setup instructions (prerequisites, cloning, installing frontend and backend dependencies, start commands, and key scripts), a concise project structure diagram, and a link to contribution guidelines. It also outlines the product vision through roadmap, competitive advantages, and success metrics, giving readers a good sense of what the project aims to achieve.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Implemented a full ICP payment verification system with ledger integration, block‑index tracking, CLI balance checks, UI payment status/history, replay‑attack protection, dynamic canister‑ID labeling, a simulated identity flow, and a direct‑to‑settings button for existing name owners. Enhanced the UI and admin workflow with whitelist‑based registration, improved button sizing and ICP‑price formatting, auto‑populated addresses from ICP Identity, redesigned the “My Names” page, fixed tab navigation, added alternating background colors and disabled‑state support, and introduced a pre‑build script that generates TypeScript declarations for safer component typing. Established project scaffolding with Claude AI integration, moved canister declaration files into version control, updated documentation and branding to IcpHub, and removed obsolete PRD files, streamlining development and boosting security and user experience.",dfx.json file found - indicates ICP/Dfinity project structure
ZeyaRabani/BIT10,https://github.com/ZeyaRabani/BIT10,2,2,1,5,"The README provides a decent high‑level overview of the project (problem statement, solution, features, and a brief code‑structure outline) and includes links to demo videos and a Gitbook for further instructions. However, it lacks essential documentation elements expected for a solid README:","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: This week the home page UI was refreshed, the server received new rebalance logic, and a testnet canister for purchasing BIT10 was added. These changes improve the user interface, enhance backend load handling, and introduce a new buying feature for BIT10.; Week of 2025-09-22: This week we added the ability to purchase BIT10 on mainnet and enabled BIT10 support on both Base and Sepolia testnets, while also updating the documentation to detail cross‑chain lending and borrowing workflows. Minor updates and bug fixes were applied across the codebase to improve stability and polish existing functionality. Together, these changes broaden token accessibility, enhance cross‑chain capabilities, and provide clearer guidance for developers.",dfx.json file found - indicates ICP/Dfinity project structure
sirrauf/KuSehat-Web3,https://github.com/sirrauf/KuSehat-Web3,2,2,0,4,"The README provides a set of contribution/setup steps (downloading Python, VS Code, Motoko, Laragon, etc.) and contact links, which is useful for getting the development environment ready. However, it lacks a clear project description, purpose, or overview, and there are no integration or usage instructions for the software itself. The structure is minimal (just a list of images and a “Cara Kontribusi” section) and there is no section explaining how to run the project, required dependencies beyond the listed tools, or any example commands. Grammar and formatting are acceptable, but the documentation is missing several key elements (project summary, installation/run guide, integration details), resulting in significant gaps. Hence it falls into the “Poor” category.","2 - commits for two weeks. Weekly development summary: Week of 2025-09-01: Added a new Luno API endpoint accessible at http://127.0.0.1:8000/api/luno and updated the Flask documentation to reference this URL. The archive API‑Flask‑KuSehat.rar was added and subsequently removed, indicating a temporary packaging step. Overall, the week introduced the Luno API feature and corrected its documentation.; Week of 2025-09-08: This week we introduced complete KuSehat API implementations for both Flask and Motoko, refreshed the documentation, and removed outdated archives, legacy documentation, and an unused directory to clean up the repository. In addition, a series of minor updates and bug fixes were applied across the codebase. Together, these changes deliver new backend functionality while improving maintainability and overall project hygiene.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
petrakol/blockxpand-icp,https://github.com/petrakol/blockxpand-icp,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
FathanAkram-app/BitSub,https://github.com/FathanAkram-app/BitSub,3,1,1,5,"The README provides a solid project overview, lists features clearly, and includes a basic architecture diagram. It also mentions prerequisites and a one‑command setup script, which helps get the project running quickly. However, the documentation is incomplete in several key areas:","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: Integrated the project with the real Bitcoin network by switching the wallet flow to use Bitcoin mainnet balances, replacing any testnet or mock data. This change enables users to view and interact with actual Bitcoin balances within the application. Overall, the update moves the wallet functionality from a simulated environment to live Bitcoin network support.",dfx.json file found - indicates ICP/Dfinity project structure
tomasz2001/voyager,https://github.com/tomasz2001/voyager,2,2,1,5,"The README provides a project name, license, and a brief “note for using the Voyager system” that lists two Python dependencies and a simple `pip install` command. This is the only concrete setup instruction, and it lacks any detailed local‑development guide (e.g., how to compile the agent, run tests, or deploy canisters on the Internet Computer).","2 - commits for two weeks. Weekly development summary: Week of 2025-09-01: This week we delivered a series of minor updates and bug fixes that refined existing functionality and improved overall stability. The changes addressed several edge‑case issues, resulting in smoother performance and a more reliable user experience. No new features were added, but the incremental improvements enhance the quality of the product.; Week of 2025-09-08: This week a new **vmessager‑app** was added, providing a Python‑Qt messenger that now loads custom fonts and sounds from a “backpack” folder, includes help/target commands, and integrates with the Internet Computer via the `ic` client, identity, and agent libraries. The app’s identity handling was expanded to generate and load PEM keys, and the codebase was refactored (renaming assets, adding packaging output and minor cleanup in other agents). Overall, these changes introduce a fully‑featured messaging client with ICP connectivity, far extending the repository’s initial state.; Week of 2025-09-15: This week we delivered a series of minor updates and bug fixes that refined existing functionality and improved overall stability. The changes enhance performance and reliability across key components, ensuring a smoother user experience. No new features were introduced.",dfx.json file found - indicates ICP/Dfinity project structure
danielabrahamx/Paramify,https://github.com/danielabrahamx/Paramify/tree/icp-secure,4,1,1,6,"The README provides a solid project description, clear prerequisites, and detailed step‑by‑step setup instructions for both GitHub Codespaces and local development, including how to run the Hardhat node, deploy and fund the contracts, start the backend, and launch the frontend. The overview and feature list give good context, and the quick‑deployment summary is handy. However, it lacks a dedicated contribution guide (e.g., how to submit PRs, code style, testing procedures) and does not include deeper integration details such as configuring environment variables, API keys for the USGS data source, or how to extend the contract/backend. Adding these sections would move the documentation to an “Excellent” rating.","1 - commits for only one week. Weekly development summary: Week of 2025-09-01: Added a comprehensive README‑ICP.md (423 lines) that details full ICP deployment instructions—including prerequisite software installation (Node.js, Rust, DFX), an automated quick‑start script, manual step‑by‑step deployment, testing guidelines, production deployment advice, and security considerations—enhancing the project’s documentation and supporting the ICP migration effort.",dfx.json file found - indicates ICP/Dfinity project structure
kentryanentice/primelendrow-wchl,https://github.com/kentryanentice/primelendrow-wchl,3,1,1,5,"The README provides basic local‑development setup instructions (dfx commands, how to start the replica, deploy canisters, generate candid, and run the frontend server) and a brief introductory paragraph. However, it lacks a clear project description that explains what the `primelendrow` canister does or its purpose, offers no integration guide for consuming the canister from other projects, and does not include any contribution guidelines or information on how to run tests, lint, or submit pull requests. The formatting and grammar are acceptable, but the missing core sections keep it at a “fair” level rather than “good” or “excellent.”","1 - commits for only one week. Weekly development summary: Week of 2025-09-08: This week introduced the complete PrimeLendRow application, adding a Rust‑based engine (Cargo files, canister definitions, and source modules) alongside a TypeScript/React front‑end with SCSS styling, Vite configuration, and supporting npm files. A GPL‑3.0 LICENSE and updated .gitignore were also added. No existing code was altered beyond these initial scaffolds.",dfx.json file found - indicates ICP/Dfinity project structure
iconworldwide/ckTON,https://github.com/iconworldwide/ckTON,4,1,1,6,"The README provides a solid project description, clear architecture overview, and detailed local‑development setup instructions (prerequisites, replica start, canister deployment, dashboard launch). It also includes a user workflow and technical details that help understand how to use the bridge. However, it lacks a dedicated contribution guide (e.g., how to submit PRs, code style, testing) and does not contain an integration guide for developers who might want to incorporate the bridge into other projects or use its APIs programmatically. Adding those sections would elevate the documentation to an “Excellent” level.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: Added a new `get_ton_transactions` update method to the `ckton_minter` canister, enabling retrieval of TON transaction history and returning Candid‑compatible `TonTransaction` structs. Updated the `ton_api` types with `CandidType` derives and adjusted the workspace `Cargo.toml` (adding a trailing comma and commenting out a potential member). These changes extend the minter’s functionality to expose transaction data while making the types usable in inter‑canister calls.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
Ano-ly/Vote_Secure,https://github.com/Ano-ly/Vote_Secure/tree/R_MVP,3,0,1,4,"The README provides a clear project overview, motivation, and a concise list of features, which satisfies the general description requirement. It also includes step‑by‑step local development setup instructions (cloning, installing DFX, npm install, starting the replica, deploying canisters, and accessing the app), which is helpful for developers.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Smitbafna/IPX,https://github.com/Smitbafna/IPX,2,3,1,6,"The README provides a decent high‑level project description and outlines new features with some technical details, which is useful for understanding the purpose of the IPX Protocol. However, it lacks essential documentation elements: there are no setup instructions for local development, no guide on how to integrate or use the protocol in other projects, and no contribution guidelines for potential contributors. The overall structure is loosely organized, and while the grammar is generally clear, the missing practical sections constitute significant gaps, resulting in a “Poor” rating.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Added two new API routes under `frontend/app/api/youtube/`—`exchange-code/route.ts` and `oauth-init/route.ts`—to handle YouTube OAuth initialization and code exchange, supporting zk‑proof verification for YouTube integration. No existing files were modified or removed. This introduces backend functionality for authenticating and verifying YouTube accounts within the app.; Week of 2025-09-08: This week the NFT‑registry canister was expanded with full YouTube‑based identity and engagement verification, adding new structs (YouTubeIdentity, YouTubeMetrics, ZkProofData, ProofType) and functions such as mint_nft_with_youtube_verification, verify_video_engagement, and legacy key handling. The ZK‑SNARK verification flow was upgraded using ark‑groth16, with new Cargo dependencies and enhanced proof‑type logic. These changes enable NFT minting and other actions to be gated on verified YouTube channel ownership, subscriber/view thresholds, and video engagement metrics.; Week of 2025-09-15: This week we added core slashing functionality—including condition checks, new data structures, and basic pool operations—and introduced initial support for filing and processing insurance claims, with accompanying documentation updates and overall code polishing. Minor updates and fixes were also applied across the codebase. Together, these changes enhance the system’s security, claim handling capabilities, and overall stability.",dfx.json file found - indicates ICP/Dfinity project structure
