project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
Satsurance/canisters,https://github.com/Satsurance/canisters/tree/feature/staking-layout,3,2,1,6,"The README provides a clear project description and fairly detailed setup instructions for local development, including Rust, DFX, wasm target installation, repository cloning, required Pocket‑IC binary setup, building, and testing. However, it lacks integration guidance (e.g., how to use the canister, API endpoints, or example interactions) and does not include any contribution guidelines such as code style, pull‑request process, or issue reporting. While the structure and formatting are good and the grammar is acceptable, the missing integration and contribution sections keep the documentation at a “fair” level rather than “good” or “excellent.”","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week we delivered several minor updates and fixes while also adding comprehensive tests for the reward functionality, boosting its test coverage and reliability. The new tests ensure the reward feature works as intended and help prevent future regressions. Overall, these improvements enhance system stability and confidence in the reward module.; Week of 2025-09-08: This week we merged the Sat‑UI component into the main repository, streamlined deposit and reward transfers into a single transaction, and fixed bugs in the deposit/withdraw flow and reward‑rate‑per‑share calculation. We introduced a TestClient helper, moved shared utilities into a common module, and refactored the test suite (including restoring an episode test and enhancing reward‑distribution tests). The changes consolidate the UI codebase, reduce fees, and markedly improve test reliability, maintainability, and overall code quality.; Week of 2025-09-15: This week we introduced a new ICP plugin and the Sat‑UI component, updated core files (index.js, web3store.js) to integrate the plugin, and renamed the frontend and backend canisters for clearer organization while removing an obsolete deployment file. We also cleaned up the navigation bar (dropping “Learn More” and “Insurance” tabs), reverted the staking and faucet implementation to simplify the feature set, and performed general code clean‑up. Together these changes add fresh UI functionality, streamline the canister structure, and reduce complexity across the application.",dfx.json file found - indicates ICP/Dfinity project structure
sardariuss/dsonance,https://github.com/sardariuss/dsonance,1,2,1,4,"The provided text is not a README at all—it consists of a single informal question about a specific edge case. It contains none of the essential elements of good documentation: there is no project description, no setup or installation instructions for local development, no integration or usage guide, and no contribution guidelines. The text also lacks any clear structure, headings, formatting, or even basic grammatical polish expected in a README. Consequently, it offers virtually no value to a developer or contributor trying to understand or work with the project.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The documentation was updated: a new illustration (image (8).png) was added and the tokenomics markdown was revised to show a reduced total supply (10 million DSN) with corrected allocation percentages for core builder seed, governance bootstrap, community treasury, vesting pool, and user mining rewards. These edits improve the accuracy of the project’s economic model presentation. No code or functional features were changed.; Week of 2025-09-08: Implemented extensive lending module refinements, including corrected fee calculations, new verifications in lending pool tests, and a revised borrow‑interest computation. Cleaned up obsolete components (shares, obs, clock) and shifted TVL updates to the VoteController, while improving UtilizationUpdater and participation‑mining sync logic. These changes enhance fee accuracy, streamline controller responsibilities, and boost overall protocol reliability.; Week of 2025-09-15: The borrow page received a minor UI overhaul and terminology updates (renaming “ballot” to “foresight” and “vote” to “market”). NFID authentication was integrated and a new wallet drawer component was added, alongside hook improvements (useCallback, ordering fixes) and a refresh fix for the vote list. Overall, these changes enhance user navigation, authentication flow, and UI consistency.; Week of 2025-09-22: This week the UI was updated to use the new “foresight” terminology and to display mined DSN balances, adding a withdraw button on the profile that calls the protocol’s withdraw_mined method and refreshes both the participation tracker and the user’s balance. Number formatting was refined by introducing a significant‑digits formatter in the fungible‑ledger hook and switching dashboard tables from compact to full‑format values. Together, these changes improve balance visibility, user feedback, and interaction with the participation tracker.",dfx.json file found - indicates ICP/Dfinity project structure
temokoki/IC_Crypto_Miners_Hunt,https://github.com/temokoki/IC_Crypto_Miners_Hunt,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
dariuszdawidowski/jrpg-stellar-engine,https://github.com/dariuszdawidowski/jrpg-stellar-engine,0,1,0,1,No documentation assessment provided.,"1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: The canvas‑sizing logic in src/view.js was updated to use document.body.clientWidth/Height instead of the full window dimensions, so the game canvas now fits the page body rather than the entire window. This modification refines the fitCanvas() method, improving layout responsiveness without adding or removing any files. No other changes were made this week.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
Eshajha19/Edu-Navia,https://github.com/Eshajha19/Edu-Navia,2,0,1,3,"The README provides a good high‑level overview of the project (purpose, problem statement, feature list, tech stack) and is reasonably well‑formatted. However, it lacks essential developer‑focused documentation: there are no setup or installation instructions for running the project locally, no guide on how to configure Firebase, Gemini API, or Google Calendar integrations, and no information on how to build/run tests or start the development server. Additionally, there are no contribution guidelines, code of conduct, or instructions for adding new features. Because of these significant gaps, the documentation is limited and would not enable a new contributor or developer to get the project up and running without external guidance. Hence it rates as a 2 (Poor).",0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
muslimalfatih/collective-impact,https://github.com/muslimalfatih/collective-impact,3,2,1,6,"The README provides a solid project overview, including a clear description, problem/solution narrative, tech stack, and links to the live application and whitepaper. It also lists prerequisites for local development, which is helpful. However, the setup instructions are incomplete (the “Local Development” section is truncated after “Install Dependencies”), and there are no detailed step‑by‑step commands for building, deploying, or testing the canisters. Additionally, the document lacks an integration guide (e.g., how other projects could interact with the DAO or token contracts) and does not contain contribution guidelines such as coding standards, pull‑request process, or issue reporting. While the formatting and grammar are good, the missing sections prevent it from being a comprehensive developer guide, resulting in a fair (3) rating.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The README was extensively rewritten to showcase the project’s first‑place hackathon win, add branding badges, detailed whitepaper, problem/solution overview, and tech‑stack information. No source code files were added, removed, or altered, so the functional features of the application remain unchanged. This update primarily improves documentation and project presentation.; Week of 2025-09-15: Implemented a full backend canister for campaign management, introducing persistent actor logic, data models (campaigns, donations, creators) and related functionality in src/backend/main.mo. Added deployment configuration for the Internet Computer (IC) network in dfx.json, a new canister_ids.json file, and updated the README with live URLs, deployment steps, and frontend install commands. These changes provide a functional backend service and documentation for deploying the application to the IC mainnet.",dfx.json file found - indicates ICP/Dfinity project structure
Infoundr/infoundr-site,https://github.com/Infoundr/infoundr-site,3,2,1,6,"The README provides a solid project overview and clear setup instructions for local development, including prerequisites, cloning, starting the Internet Computer replica, and running the development server. It also outlines several development scripts for mock data, playground, and mainnet deployments, which is helpful for developers.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the pricing UI was overhauled with a styled “Start Free” button and a “Coming Soon” overlay for the Pro tier, plus new documentation for Slack integration to streamline onboarding. Minor updates and bug fixes were also applied across the codebase. Together, these changes improve visual clarity, guide users toward the new pricing options, and enhance overall product stability.; Week of 2025-09-15: This week we introduced a stable user‑ID system and a dedicated Playground environment—including frontend admin integration, markdown support, chat components, and updated “Get Started” buttons—while adding backend handling for PlaygroundID and an admin statistics endpoint. We also refined deployment reliability by configuring production environment variables in the GitHub Actions workflow, stripping API‑key logs, and adding console‑log debugging, alongside numerous minor updates and fixes. Together, these changes enhance user identification, playground usability, monitoring, security, and overall system polish.; Week of 2025-09-22: Added documentation for a new “playground chat” demo, replacing the placeholder Slack section in the README and providing a link to a demo video. No code files were added, modified, or removed; the change solely updates usage instructions. This improves onboarding by showing how to test Infoundr without installing it in a workspace.",dfx.json file found - indicates ICP/Dfinity project structure
FLUX-APP-LAB/flux,https://github.com/FLUX-APP-LAB/flux,3,2,1,6,"The README provides a solid project overview, clear screenshots, and decent setup instructions for local development (prerequisites, `npm install`, starting the replica, deploying canisters, and running the frontend). It also outlines the development workflow, features, and a brief wallet‑integration list. However, several key elements are missing or incomplete:","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Minor updates and fixes.; Week of 2025-09-15: We delivered a full live‑streaming experience, adding a LiveStreamPage with a WebRTC‑based player, a responsive MainLayout, a StreamManagementDashboard, a StreamViewer with chat, and supporting backend UserService and CommentService integrations, profile CRUD, follow‑relationship queries, and optimistic like handling. The authentication flow and routing were refactored with loading screens, protected routes, and environment‑aware wallet configuration, while state management was improved via a selectedUser slice and enhanced TypeScript typings. These updates modernize the UI, introduce real‑time streaming capabilities, and boost reliability, type safety, and overall user experience.",dfx.json file found - indicates ICP/Dfinity project structure
cryptobenkei/icphub,https://github.com/cryptobenkei/icphub,4,1,1,6,"The README provides a solid overview of the project, including a concise tagline, roadmap, competitive advantages, and success metrics. It offers comprehensive local development setup instructions—prerequisites, cloning, installing both frontend and backend, detailed commands for running, deploying, and managing the canisters, as well as an initial admin setup step. The project structure is clearly outlined, and a link to contribution guidelines is included, indicating an openness to external contributions.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: This week we delivered a complete ICP payment verification system for name registration—including backend canister structures, ledger block queries, replay‑attack protection, CLI balance checks, UI payment status/history, dynamic ID labeling, and a simulated identity flow—while also streamlining the developer experience with generated canister declaration files in version control and a pre‑build script that auto‑generates them. We added a whitelist‑based admin registration, auto‑populated address fields from the connected ICP Identity, a redesigned “My Names” page, numerous UI refinements (direct‑to‑settings button, alternating home‑page backgrounds, disabled‑state tabs, tighter padding, updated season info and ICP price formatting), tighter TypeScript type safety, and removed the payment requirement from the registration form, plus cleaned up obsolete files. Combined with the initial backend/frontend scaffolding and Claude AI integration, these changes secure the registration flow, improve usability, and accelerate development and deployment.",dfx.json file found - indicates ICP/Dfinity project structure
ZeyaRabani/BIT10,https://github.com/ZeyaRabani/BIT10,3,2,1,6,"The README provides a handful of useful elements—namely a list of deployed canisters and Solana program addresses, plus a brief “Getting Started” section that walks a developer through navigating to the `web_app` folder, installing npm dependencies, and launching the app locally. However, it lacks a clear, high‑level project description that explains what BIT10 does, its architecture, or its primary use‑cases. There is no integration guide for developers who might want to consume the canisters or Solana programs, nor are there contribution guidelines, coding standards, or a roadmap. The formatting is also a bit inconsistent (e.g., a truncated URL at the end of the “Access” step). While the basic setup steps are present, the documentation is missing several key elements that would make it fully usable for new contributors or integrators, placing it in the “Fair” range.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: The home page UI was refreshed, the server was enhanced with new rebalance logic, and a testnet canister was added to enable purchasing BIT10. These updates improve the user experience, strengthen backend stability, and introduce a new purchasing capability.; Week of 2025-09-22: This week we added purchasing support for BIT10 on mainnet and extended BIT10 compatibility to the Base and Sepolia testnets, while also publishing documentation for cross‑chain lending and borrowing. Minor updates and fixes were applied to existing functionality to improve stability and usability. Together, these changes broaden token accessibility across networks and enhance developer guidance for cross‑chain financial operations.",dfx.json file found - indicates ICP/Dfinity project structure
sirrauf/KuSehat-Web3,https://github.com/sirrauf/KuSehat-Web3,0,2,0,2,No documentation assessment provided.,"2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week we delivered full KuSehat API implementations for both Flask and Motoko, accompanied by updated README and usage documentation. We also removed outdated archive files, old documentation, and an unused directory to streamline the repository. Minor updates and bug fixes were applied throughout the codebase.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
petrakol/blockxpand-icp,https://github.com/petrakol/blockxpand-icp,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
FathanAkram-app/BitSub,https://github.com/FathanAkram-app/BitSub,3,1,1,5,"The README provides a solid project overview, clear feature list, and an architecture diagram, which helps readers understand what the project does and how it is organized. It includes some setup instructions—prerequisites and a one‑command script to install, deploy, and build the project—so a developer can get a running instance quickly. However, the documentation is incomplete in several key areas:","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Integrated the project with the live Bitcoin network and updated the wallet flow to use Bitcoin mainnet balances, allowing users to view and interact with real Bitcoin balances. This change replaces any testnet or mock balance handling with actual mainnet data, enhancing the accuracy and realism of the wallet functionality.",dfx.json file found - indicates ICP/Dfinity project structure
tomasz2001/voyager,https://github.com/tomasz2001/voyager,2,2,1,5,"The excerpt provides a high‑level, conceptual overview of the Voyager system—its pillars, the idea of “connectors,” and the philosophical goals of decentralization and openness. However, it lacks the concrete documentation elements required for a usable README:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week we delivered several minor updates and bug fixes, refining existing functionality and enhancing overall stability and performance across the project.; Week of 2025-09-08: This week the team built a new “vmessager” GUI application, adding its main Python code, assets (fonts, sounds, icons, a “backpack” resource folder, and a packaged zip), and identity handling with ICP client integration, plus new chat commands (help, target parsing) and UI improvements. Existing files were renamed to the backpack structure and the code was refactored to load the identity from the new location, shorten IDs for display, and support asynchronous ICP queries. A small cleanup was also made to the Voyager Panda agent script.; Week of 2025-09-15: This week we delivered several minor updates and bug fixes across the codebase, refining existing functionality and improving stability. The changes addressed small issues and enhanced performance in key areas. Overall, these improvements increase reliability without adding new features.",dfx.json file found - indicates ICP/Dfinity project structure
danielabrahamx/Paramify,https://github.com/danielabrahamx/Paramify/tree/icp-secure,3,1,1,5,"The README excerpt provides clear, step‑by‑step setup instructions for both a Codespaces environment and a local development machine, including how to start the Hardhat node, deploy contracts, fund the contract, run the backend, serve the frontend, and configure MetaMask. The instructions are well‑structured, use code blocks, and mention necessary updates to contract addresses.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-01: Added a detailed ICP deployment guide (README-ICP.md) that outlines prerequisite installations, automated and manual deployment steps, testing, production guidance, and security considerations, enhancing documentation for the project's migration to the Internet Computer. This new file expands the project’s onboarding resources without altering existing code. Overall, it improves developer experience and readiness for ICP deployment.",dfx.json file found - indicates ICP/Dfinity project structure
kentryanentice/primelendrow-wchl,https://github.com/kentryanentice/primelendrow-wchl,3,1,1,5,"The README provides solid **setup instructions** for local development, including commands to start the replica, deploy canisters, generate Candid interfaces, and run the frontend server. It also notes environment‑variable considerations for production builds. However, it lacks a meaningful **project description**—readers are not told what the `primelendrow` project actually does or its purpose. There is no **integration guide** beyond the generic DFX commands, nor are there any **contribution guidelines** (e.g., how to submit pull requests, coding standards, testing procedures). The structure and formatting are clear and the grammar is fine, but the missing contextual and contribution information keeps the documentation at a basic, functional level rather than a comprehensive one. Hence, it merits a “fair” rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-08: This week a full‑stack PrimelendRow application was introduced, adding a Rust‑based engine (users, vaults, DID interface) and a React/TSX front‑end with routing, SEO, and SCSS styling, plus all required Cargo, dfx, Vite and npm configuration files. A GPL‑3.0 LICENSE was added and the .gitignore was updated to include the new Vite timestamp entry. These changes constitute a major new feature set rather than minor tweaks.",dfx.json file found - indicates ICP/Dfinity project structure
iconworldwide/ckTON,https://github.com/iconworldwide/ckTON,3,1,1,5,"The README provides the essential steps for getting the project running locally (DFX start, deploy, npm scripts) and includes a brief “Quick Start” style overview with useful links. It also outlines deployment to the Internet Computer and gives specific admin‑setup commands for the canister. However, the document lacks a substantive project description—there is no clear statement of what ckTon does, its architecture, or its intended use cases. Integration guidance is minimal (only a few canister‑call examples) and there are no instructions for how external developers might interact with the canister beyond those calls. There is also no contribution guide, code‑of‑conduct, or information on how to submit issues or pull requests. Grammar and formatting are generally acceptable, though occasional spacing issues (e.g., “set`DFX_NETWORK`”) and inconsistent capitalization detract slightly from readability. Overall, the README covers basic local‑development setup but misses several key documentation elements, warranting a fair rating of 3.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added a new update method `get_ton_transactions` to the minter canister, enabling callers to retrieve TON transaction histories via the backend API. Updated the TON API structs with `CandidType` derives to make them serializable for inter‑canister calls. Adjusted the workspace Cargo.toml (added a comma and commented‑out a member) to tidy the project configuration.",dfx.json file found - indicates ICP/Dfinity project structure
Ano-ly/Vote_Secure,https://github.com/Ano-ly/Vote_Secure/tree/R_MVP,3,0,1,4,"The README provides a clear project overview, motivation, and a concise list of features, which gives readers a good sense of what the voting platform does. It also includes step‑by‑step local development instructions (cloning, installing `dfx`, running `npm install`, starting the replica, deploying canisters, and accessing the app), so a developer can get the project running locally.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Smitbafna/IPX,https://github.com/Smitbafna/IPX,2,2,1,5,"The README provides a solid high‑level overview of the IPX Protocol, its problem space, and detailed technical descriptions of the new verification and insurance features. However, it lacks essential practical information:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Added two new API route files—`frontend/app/api/youtube/oauth-init/route.ts` and `frontend/app/api/youtube/exchange-code/route.ts`—to implement YouTube OAuth initialization and code‑exchange endpoints for zk‑proof verification. These additions extend the backend with YouTube integration capabilities, complementing the existing frontend components. No other files were modified or removed.; Week of 2025-09-08: Implemented comprehensive YouTube‑based identity verification for NFT minting, including channel ownership checks, subscriber/view thresholds, and video‑engagement proof validation using Groth16 ZK proofs. Added new data structures (YouTubeIdentity, YouTubeMetrics, ZkProofData, ProofType) and a legacy verifier wrapper, and introduced Arkworks dependencies to enable robust proof verification. These changes significantly extend the nft‑registry canister’s capabilities beyond the original state, allowing campaigns to require verified YouTube metrics before token issuance.; Week of 2025-09-15: This week we introduced core governance and risk‑management capabilities by adding new slashing condition functions, data structures for slashing and insurance pools, and basic logic to file and process insurance claims, accompanied by updated documentation and final code polishing. Minor updates and fixes were also applied to improve existing functionality.",dfx.json file found - indicates ICP/Dfinity project structure
utkarsh1507/ICP_AI_Agent,https://github.com/utkarsh1507/ICP_AI_Agent,1,3,1,5,The provided excerpt is essentially a raw directory listing with brief inline comments for a few files. It does not contain any of the core documentation elements required for a good README:,"3 - Commits every week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week introduced a new authenticated user flow by adding a User page and route, enhancing the auth hook with safety checks, and updating the Landing page to redirect logged‑in users and include a “Start Now” login button. UI refinements were made—including a simplified Footer, removed navigation links from the Header, and styled the Features section—while the workspace was expanded to include the Langchain_Tools package and DFINITY SDK dependencies. Minor backend formatting tweaks and a scheduler adjustment were also applied.; Week of 2025-09-15: This week we refined the AI tools and addressed several backend issues, delivering minor updates and fixes across the platform. Existing features were tweaked for improved stability and performance, while no major new functionality was added. The changes collectively enhance reliability and streamline the user experience.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
