project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
khailesh-kumar-sa/skill-it-prototype,https://github.com/khailesh-kumar-sa/skill-it-prototype,0,1,0,1,No documentation assessment provided.,1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Minor updates and fixes.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
newcoder789/HealthChain,https://github.com/newcoder789/HealthChain,3,2,1,6,"The README provides clear local‑development setup instructions (dfx start, dfx deploy, npm scripts, environment‑variable notes) and useful links to external documentation, which is a solid foundation. However, it lacks a substantive project description—there’s no explanation of what the “Hospital_Chain” application does, its architecture, or its intended use cases. There are also no integration or usage guides beyond the basic local run, and no contribution guidelines (e.g., how to submit issues or pull requests, code‑style conventions, testing procedures). The formatting and grammar are acceptable, but the missing core sections keep the documentation at a “fair” level rather than “good” or “excellent.”","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: This week the backend was expanded with a full medical‑record model (MedicalRecord, AccessPermission, PatientProfile) and new Candid services such as folder creation, access revocation, and updated result types, while also upgrading to newer ic‑cdk and stable‑structures dependencies. The frontend was overhauled to use Internet Identity authentication, React Router, Tailwind CSS, and a suite of new UI components (Navbar, Footer, dashboards, pages, etc.) that replace the previous placeholder UI. Together these changes introduce core identity, data‑management, and user‑interface features, turning the project from a minimal scaffold into a functional hospital‑chain application.; Week of 2025-09-22: Doctor features were updated, basic functionality was added, and the project’s folder structure was completed, improving organization and laying groundwork for further development.",dfx.json file found - indicates ICP/Dfinity project structure
cultureic/ckPayment,https://github.com/cultureic/ckPayment,2,3,1,6,"The README provides a solid high‑level overview of the project—its purpose, multi‑chain support, feature list, and an architectural diagram—so the general project description and overall clarity are good. However, it lacks essential practical information: there are no setup or local development instructions (e.g., cloning the repo, installing dependencies, building/running the canisters or frontend), no step‑by‑step integration guide for using the SDK, and no contribution guidelines (how to submit PRs, coding standards, testing, etc.). Because these critical sections are missing, the documentation falls short of being usable for developers who want to try or contribute to the project. Hence it scores a 2 (Poor).","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: This week we standardized the transferToken response format, added comprehensive try‑catch error handling, and updated the wallet provider to correctly process success/error responses and refresh balances after transfers. We migrated the deployment to a new factory‑managed canister, rebuilt the SDK with an optimized bundle and refreshed configurations, and verified full multi‑chain token support while refining the ICRC vs. SPL transfer flow (including direct ICRC transfers and Solana RPC signing). These improvements resolve transfer errors and “Product token not supported” issues, boosting reliability, error visibility, and readiness for cross‑chain token operations.; Week of 2025-09-08: This week added full Solana support: new utility modules (`solanaUtils.js`, `useSolanaCanister.jsx`) and extensive backend canister extensions (Rust types, storage, HTTP outcalls, multi‑chain data structures) enable SOL and SPL token balances, transactions, and analytics. The UI was upgraded with a richer `TokenIcon` (logo caching, timeout handling) and a multi‑chain `TokenSelector` that lets users filter between ICP and Solana tokens, plus new CSS styling for chain badges. Configuration was updated to point to a working user‑payment canister and the provider hook now fetches and merges ICP and SPL tokens, improving error handling and logging.; Week of 2025-09-15: This week we added comprehensive multi‑chain support—including wallet creation, address and gas‑price queries, ERC20 and token‑configuration types, network‑configuration structs, a full HTTP RPC layer with rate limiting, caching, JSON‑RPC types, and a dashboard component for real‑time ETH, ERC20 and Solana balance queries—while expanding the Candid interface and integrating EVM metrics, transaction validation, and status handling. We also introduced robust error handling, specific EVM error types, replay‑protected transaction signing, a full testing suite, optimized canister builds, deployment scripts, NPM bundles, source maps, and refactored the SDK to use a factory‑deployed canister with improved bundle loading and caching of token data. Together, these changes boost system stability, observability, performance, and developer experience, delivering a complete, faster, and more reliable multi‑chain payment ecosystem.; Week of 2025-09-22: Implemented a Stripe‑inspired payment integration across the codebase and exposed EVM types via public SDK exports while cleaning up repository configuration. The team finalized EVM integration, released a production‑ready v2.0.0‑multichain SDK with real‑time, rate‑limited gas‑price updates, and updated the frontend entry point. New build scripts and comprehensive multi‑chain deployment documentation streamline compilation, deployment, and onboarding for cross‑chain developers.",dfx.json file found - indicates ICP/Dfinity project structure
badrinarayan-samantaray/supply_chain,https://github.com/badrinarayan-samantaray/supply_chain,3,1,1,5,"The README provides solid **setup instructions** for local development, including DFX commands to start the replica, deploy canisters, generate Candid interfaces, and run the frontend development server. It also offers helpful notes on environment variables for frontend deployments and includes links to broader documentation.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: This week a new **Products** page and route were added (replacing the old “products‑by‑owner” view), with updated navigation links throughout the app and a fresh component that generates sequential local product IDs and registers products via the backend. The Add‑Product form now includes a large static supplier list and the supplier‑fetching component was streamlined, while form styling was expanded for a wider, scrollable layout and new CSS utilities (grid, centered container, select styling). Together these changes enable direct product browsing, richer supplier selection, and a more polished UI.",dfx.json file found - indicates ICP/Dfinity project structure
NEXBIT-X/CLAIM,https://github.com/NEXBIT-X/CLAIM,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
prometheus-protocol/prometheus-protocol,https://github.com/prometheus-protocol/prometheus-protocol,2,3,1,6,"The README provides a high‑level project description, a solution overview, and a list of achievements and features, which gives readers a sense of what the Prometheus Protocol is and what it does. However, it lacks essential practical documentation:","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: We enhanced the App Store UI with direct documentation links and tightened the audit‑bounty workflow so that claiming a bounty locks it until required attestations are completed, while audits now enforce a claimed bounty. New usage‑tracker and finish‑tracker components were added, numeric‑allowance validation was fixed, and a new ICRC token was introduced to support upcoming pre‑MCPT token operations, with updated canisters deployed to production and integrated with CycleOps. Unused authentication credentials were removed, lockfiles regenerated, and additional unit tests added, improving security, reliability, and laying groundwork for future token functionality.; Week of 2025-09-08: This week we launched a suite of new bounty and audit capabilities—including a full audit workflow, Audit Hub, and app‑bounties canister—while adding multiple leaderboard views (9‑8, MCP canisters, static) and switching the platform’s currency to USDC with a usage‑stats‑based reward model. UI consistency was enhanced with a sponsor button, unified breadcrumb navigation, pixel‑art avatars, and various refactors and test clean‑ups, and the lockfile was regenerated to stabilize dependencies. Together these updates expand core functionality, improve financial and incentive handling, and deliver a more polished, competitive user experience.; Week of 2025-09-15: This week we added several major features: a new search UI with server‑statistics, automatic app and canister deployments triggered after build verification, assignment of the WebAssembly controller to the deploying server’s owner, and API‑key/allowance management in the app‑store UI. We also refined existing functionality by making the frontend host configuration nullable, removing the Prometheus‑charge dependency, tightening WASM chunk sizes to a 1 MiB limit, polishing UI icons, updating OAuth end‑to‑end tests, and cleaning up type definitions and debug code. Together these changes improve deployment flexibility, CI/CD reliability, security, visual consistency, and overall code‑base stability.; Week of 2025-09-22: This week we added public‑access visibility and a configurable registry canister ID, plus owner‑management controls, so anonymous users now see public content (the strip component was updated accordingly) while owners can manage settings. UI polish introduced an extra margin to prevent layout shift, and the documentation was refreshed with a demo link and additional resources. Minor updates and bug fixes round out the release, improving usability, configurability, and onboarding.",dfx.json file found - indicates ICP/Dfinity project structure
AncientSclupture/Ownership-Chain,https://github.com/AncientSclupture/Ownership-Chain,2,3,1,6,"The README provides a clear high‑level description of the problem, the proposed solution, and a detailed list of features, which is useful for understanding what the project does. However, it lacks essential practical information: there are no setup or installation instructions for running the project locally, no guide on how to integrate or use the APIs, and no contribution or development guidelines. The documentation is also incomplete (truncated mid‑sentence) and contains minor formatting inconsistencies. Because of these significant gaps, the overall documentation quality is limited.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: This week we added new modal interfaces for plagiarism reporting and document flow, introduced a complete asset‑creation workflow with a report‑asset UI and tighter target‑ID validation, and integrated these features with the backend. We also reinforced document integrity via hashing and signing, fixed bugs in the text uploader, digital verification flow, Motoko backend types, and identity key generation, and refined state‑management and modal‑close handling. Together, these changes improve verification reliability, data handling robustness, and overall user interaction across the application.; Week of 2025-09-08: This week we delivered a suite of new capabilities—including user registration with a self‑information section, full authentication controls (protected pages, logout), a courting‑asset workflow with backend asset endpoints, reusable map and chart components, a completed marketplace UI, a new report API, and a debug‑simulation script plus service/storage layers for assets and proposals. We also refined existing functionality by making the index page publicly accessible, adding a duration field to notification payloads, enhancing error handling with a dedicated page and redirects, improving navigation bar behavior, and refactoring core and frontend code to streamline data flow, strengthen business‑logic handling, and enforce robust validation. Collectively, these changes boost onboarding, security, user experience, stability, scalability, and overall data integrity.; Week of 2025-09-15: This week we delivered a voting and approval proposal UI and expanded reporting with new asset, create, and solve‑report capabilities, while fixing RWA handling and asset‑status logic to prevent invalid changes. We also completed the asset‑creation feature, added multi‑user actor support to the backend service, and reverted the environment to development mode. Together, these updates broaden reporting and decision‑making features, improve reliability, and enable collaborative workflows across the platform.",dfx.json file found - indicates ICP/Dfinity project structure
akilesh464/icp-FinSence,https://github.com/akilesh464/icp-FinSence.git,3,1,1,5,"The README provides a clear high‑level overview of the project’s purpose (core features, tech stack, and potential impact), which satisfies the “general project description” requirement. However, it lacks essential practical information: there are no setup or installation instructions for local development, no integration guide for using the provided APIs or services, and no contribution guidelines for external collaborators. The formatting is clean and the language is understandable, but the documentation is incomplete for developers who want to build, run, or contribute to the project. Consequently, it falls into the “Fair” category—basic documentation is present, but several critical elements are missing.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week’s 12 commits delivered a series of minor updates and bug fixes across several modules, refining existing functionality and addressing reported issues. The changes improve overall stability, performance, and user experience without introducing new features. As a result, the product is more reliable and ready for upcoming feature work.",dfx.json file found - indicates ICP/Dfinity project structure
f0i/identify,https://github.com/f0i/identify,3,0,1,4,"The README provides a clear project description, outlines integration options (managed vs. self‑deployed), lists supported ICRC standards, and includes brief testing commands and a contribution note. However, it lacks detailed setup instructions for local development (e.g., installing dependencies, building the canister, configuring environment variables, running a local replica). The contribution guidelines are minimal and do not describe the PR process, code style, or testing requirements. While the integration guide is present, it is terse and could benefit from more step‑by‑step detail (especially for self‑deployment). Overall the documentation is organized and fairly readable, but the missing local‑dev setup and limited contribution instructions keep it at a “Fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
RiverrFinance/clearing_house,https://github.com/RiverrFinance/clearing_house,1,2,1,4,"The provided excerpt is a narrow, technical description of a funding‑fee algorithm. It does not contain a project overview, setup or installation instructions, integration guidance, or any contribution guidelines. The snippet appears to be a fragment of a larger document rather than a complete README, and it lacks overall structure, clear headings, and proper formatting. Because essential documentation elements are missing and the content is isolated, the documentation quality rates as very poor.","2 - commits for two weeks. Weekly development summary: Week of 2025-09-08: This week the market‑creation function was simplified to return only the market index, and the core trading suite—deposit/withdrawal, opening and closing positions, liquidity removal, and admin‑role management—was completed and approved for deployment. Additionally, the Add Liquidity feature was implemented, enabling users to provide liquidity to pools. Together these updates clean up existing logic, finish the user lifecycle, introduce robust admin controls, and make the platform ready for production release.; Week of 2025-09-22: Implemented a new ckBTC minter canister interface to enable native Bitcoin withdrawals via the `retrieve_btc_with_approval` flow, adding the corresponding Rust module (`ckbtc_minter_interface.rs`) and reorganizing the asset‑management code into its own directory. Updated the project configuration (`dfx.json`) with a local network definition and adjusted import paths in `house_settings.rs` and `lib.rs` to reflect the new module layout. These changes expand withdrawal capabilities and improve code structure.",dfx.json file found - indicates ICP/Dfinity project structure
fradiumofficial/fradium,https://github.com/fradiumofficial/fradium,2,3,1,6,"The README provides a good high‑level overview of the project, its purpose, key features, and links to demos, docs, and the Chrome extension. However, it lacks essential technical documentation:","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: This week the team added several user‑facing features—including a balance‑fetching view with a receive‑funds modal, new card‑row layouts, a “ButtonPurple” component, animated wallet pages, and page‑transition effects—while also integrating the II v2 component and a Fradium token‑index canister on the backend. Existing UI elements such as the landing page, footer, navigation bar, and button components were refactored and restyled with Tailwind CSS for a more consistent and maintainable design, and the Mythril module was removed. Additionally, the separate Ethereum, Solana, and Bitcoin integrations were merged into a single canister, simplifying deployment and reducing overall system complexity.; Week of 2025-09-08: This week we expanded wallet functionality by adding multi‑coin support (ICP, Fradium, Solana, ETH, etc.), full transaction history, dedicated send/receive pages with amount specification and per‑coin balance retrieval, and a new scan‑history and address‑analysis UI powered by a v2 address analyzer and an on‑chain AI module. We also introduced fresh authentication flows (wallet creation, logout) and separated authentication logic, while overhauling the UI with glassmorphism styling, new icons, animated dashboard cards, improved routing, and updated Vercel deployment configuration. Across the board we fixed numerous bugs (ICP mismatches, height errors, case‑sensitivity, modal issues) and refactored services into a shared library, delivering a more stable, consistent, and user‑friendly experience.; Week of 2025-09-15: This week we expanded multi‑coin support by adding full ckETH and ckBTC integration, new ICP/Fradium/FUM sending and balance handling, and a unified transaction‑history system with retry logic and UI refinements such as a home‑screen search bar, enhanced network‑management UI, and various animations. We also introduced comprehensive reporting and analysis tools—including report generation, list/report pages, cross‑chain address analysis, derivation‑origin support, an AI‑agent interface, and QR‑code functionality—while polishing the UI with footers, loading animations, and homepage effects. Backend stability was bolstered through Pocket‑IC local canister testing, extensive unit‑test coverage for staking, voting and other scenarios, improved validation and indexing, automated .zip packaging, repository reorganization, and updated documentation and configuration files.; Week of 2025-09-22: This week we added new sample text to the interface, refreshed the placeholder video asset, and completed the regional deployment round feature for targeted rollouts. We also fixed bugs affecting newline‑bubble display, agent‑balance conversion, image‑report creation, and merged a frontend feature branch, while updating the mobile card layout and making the product wallet, reporting view, assistant page, and DAO interface fully responsive across mobile and tablet devices. Together, these improvements enhance UI clarity and responsiveness, update documentation, and ready the system for region‑specific deployments.",dfx.json file found - indicates ICP/Dfinity project structure
Kevin5621/origin-stamp-icp,https://github.com/Kevin5621/origin-stamp-icp,2,3,1,6,"The provided excerpt contains only a few Mermaid diagrams (architecture overview, user flow, and session flow) and a fragment of a text block (“ment” …). While the diagrams give a visual sense of the system’s components and user interactions, the README lacks essential elements required for a solid documentation package:","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: This week the team rolled out comprehensive NFT capabilities—including dedicated pages, a mint‑on‑completion flow, DFINITY integration, and a revamped marketplace—while also delivering a full subscription system with tier data, coupon handling, and a context‑driven UI. They added a complete session‑management suite (create, record, S3 photo uploads) and a modular, customer‑centric dashboard featuring metrics cards, activity feeds, a collapsible sidebar, and shadcn/ui components, alongside a robust authentication overhaul supporting username/password, Internet Identity, Google OAuth, enhanced validation, middleware, and unified loading spinners. Across the application they refined UI/UX with dark‑mode theming, revamped landing/home pages, new loading/toast components, centralized profile picture handling, layout consistency, security hardening (removed hard‑coded credentials, principal validation), and introduced extensive tooling, testing, and documentation to solidify the project’s foundation.; Week of 2025-09-08: This week the team added a full location‑search UI (with OpenStreetMap service), Google OAuth integration, AI‑driven verification components, and new backend services for physical‑art sessions and avatar generation while modularizing the service layer. Profile management, session handling, and many UI elements (including loading indicators, skeleton loaders, and responsive layouts) were refined and optimized with caching, optimistic updates, and unified verification handling. CI/CD pipelines, deployment scripts, and backend reliability were also strengthened (adding build steps, PID files, auto‑restart logic, and extensive logging), resulting in faster builds, more robust deployments, and a smoother user experience.; Week of 2025-09-15: A new authentication flow was introduced via an AuthRedirect component integrated into the Home page, supported by updated middleware for root‑path routing and streamlined development scripts and backend connections. The NFT marketplace was expanded with a full page showcasing featured collections, trending creators (with profile photos), banner content, and an NFT detail modal, alongside NFT ownership querying, listing functionality, and a new service layer with backend endpoints. All new UI components were documented, styled with Tailwind CSS, integrated with the Dicebear API, and optimized for performance, markedly improving the overall user experience.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
