project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
digitull/Socialwave2-2025-08-20-21653077507511,https://github.com/digitull/Socialwave2-2025-08-20-21653077507511/,3,1,1,5,"The README provides a solid high‑level overview of the project – a clear one‑liner, target audience, problem statement, feature list, differentiators, pricing, and some technical details about the ICP proof layer. The structure is clean and the grammar/formatting are generally good.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week we delivered several minor updates and bug fixes across the codebase, improving the stability and performance of existing features. No new features were introduced, but the refinements enhance reliability and streamline the user experience. Overall, the changes tighten up the product and reduce reported issues.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
akup/multicanister,https://github.com/akup/multicanister,3,1,1,5,"The README provides a solid project overview and fairly detailed local‑development setup instructions (installing pnpm, loading submodules, installing PocketIC, ic‑wasm, and didc). It explains the purpose of the core canisters and the overall workflow, which gives readers a good sense of what the project does. However, the documentation is missing several key elements: there is no clear integration or usage guide (e.g., how to start the service, invoke the REST API, or use the CLI), no contribution guidelines, and no examples or quick‑start commands. The file also ends abruptly during the `didc` installation section, indicating incomplete content. Minor grammatical and formatting issues are present but do not severely hinder readability. Overall, the README covers the basics but lacks the depth and completeness expected for a higher rating.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Implemented a two‑stage canister deployment process and added comprehensive CI/CD workflows (build, test, release) with Docker image fixes. Introduced new scripts and submodule support for fetching, building, and initializing SNS canisters—including init‑args handling via YAML and friendly.rs utilities. These changes automate the deployment pipeline, improve SNS canister management, and reduce manual debugging overhead.",dfx.json file found - indicates ICP/Dfinity project structure
tarrpurra/Memantic,https://github.com/tarrpurra/Memantic,2,3,1,6,"The README provides a decent high‑level description of the project (overview, how it works, tech stack, features, roadmap, etc.) and lists basic prerequisites. However, the documentation is missing several crucial elements:","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: This week the frontend was hardened by switching all routing imports to react‑router‑dom, fixing environment handling, adding strict Content‑Security‑Policy headers in dfx.json, and cleaning up build configs (Vite, Tailwind, package‑lock). The backend service was expanded with a new _createAgent helper that logs host settings, disables query‑signature verification, fetches the root key for local development, and the BackendTest component now runs connection, health‑check, and authentication tests. Miscellaneous updates include removing the outdated TROUBLESHOOTING.md, correcting canister import paths, and simplifying the environment configuration.; Week of 2025-09-08: Improved the UI, fixed authentication issues, updated the README documentation, and prepared the codebase for the upcoming main deployment.; Week of 2025-09-15: This week the frontend gained automatic portfolio vote refreshing and a refactored MemeCard that more reliably checks vote status and ownership, while the authentication flow was tightened to detect stored identities, handle anonymous principals, and use a local Internet Identity URL in development. The backend voting outcall cost was lowered (cycles per call reduced) and related code was cleaned up. These updates improve user experience, authentication reliability, and reduce resource usage.; Week of 2025-09-22: Implemented a full feedback system: added a `Feedback` type and admin functions (approve, delete, list, stats) in the canister, introduced `feedback.rs` with storage, exposed total‑user tracking, and wired these APIs into the frontend via a new `FeedbackForm` component and updated pages (Landing, Portfolio) plus service methods. Enhanced voting to prevent duplicate votes, refined meme timestamp handling, updated UI components (MemeCard, Marketplace, Portfolio) and CSP, and switched the AI generator endpoint and login TTL. These changes expand user interaction, improve data integrity, and provide richer analytics and UI polish.",dfx.json file found - indicates ICP/Dfinity project structure
fraktal-app/fraktal,https://github.com/fraktal-app/fraktal,3,1,1,5,"The README provides a solid general project description, outlining the purpose of Fraktal, its core principles, and high‑level feature list. It clearly explains the on‑chain execution model and lists some integrations (Telegram, Discord, etc.). However, it lacks essential practical information: there are no setup or installation instructions for local development, no step‑by‑step integration guide, and no contribution guidelines or information on how to run tests, build the project, or submit pull requests. The overall structure is clear and the grammar is good, but the missing setup and contribution sections prevent it from being a complete documentation set. Consequently, it falls into the “fair” category.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Minor updates and fixes: improved Discord bot error logging, reformatted the `/create-user` backend endpoint, and added a clarifying sentence to the README. No new features or files were introduced. These changes refine existing functionality and documentation.",dfx.json file found - indicates ICP/Dfinity project structure
zxfae/Qubex-Protocol,https://github.com/zxfae/Qubex-Protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
AlexandriaDAO/daopad,https://github.com/AlexandriaDAO/daopad,1,3,1,5,"The provided excerpt is only a single, incomplete sentence fragment that does not constitute a README. It lacks any of the essential elements required for quality documentation: there is no project description, no setup or local development instructions, no integration guide, and no contribution guidelines. Additionally, the fragment is grammatically incomplete and offers no clear structure or formatting. Consequently, there is insufficient information to assess the documentation, resulting in the lowest rating.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Implemented a revshare system for ALEX token stakers and a per‑user LP‑locking canister, refreshed the frontend, and completed a basic security audit confirming their integrity. Added and updated Claude‑powered GitHub workflows—including CI/CD pipelines, automated code review, and PR‑assistant tooling—while also decoupling the Daopad component from Konglocker to improve modular architecture. These enhancements boost security, streamline development processes, and increase overall team productivity and code quality.; Week of 2025-09-08: This week we introduced a new deployment workflow that eliminates reliance on kong‑locker and added domain‑registration capabilities, while also delivering the first version of the lock canister with a functional UI and initial API documentation. The frontend received extensive UI enhancements, a cleanup that improves code quality and consistency, and targeted tweaks to the kong‑locker interface. Together, these changes streamline deployment, expand functionality, and provide a smoother, more polished user experience.; Week of 2025-09-15: This week we added DAO settings, user‑role management, and a voting flow to integrate Orbit wallets on the frontend, alongside backend refactoring that introduces Orbit references and enables creation of locked‑token Orbit wallets. We also migrated the UI to the Shadcn component library and cleaned up redundant documentation, improving code consistency and maintainability. Together, these changes expand token‑management capabilities, streamline the user experience, and enhance overall project stability.; Week of 2025-09-22: Implemented proposal querying capabilities and introduced an address‑book feature. Added a new approval workflow that consolidates proposals with treasury actions, streamlining governance processes. These changes enhance visibility into proposals and simplify treasury management.",dfx.json file found - indicates ICP/Dfinity project structure
SKant03/ICPad,https://github.com/SKant03/ICPad,4,2,1,7,"The README provides solid local‑development setup instructions (prerequisites, DFX install, cloning, dependency installation, starting the local IC network, deploying the backend, and running the frontend). It also includes useful sections on the application’s pages, development workflows for both frontend and backend, network configuration, a TypeScript integration example, deployment commands, and required environment variables.","2 - commits for two weeks. Weekly development summary: Week of 2025-09-01: This week the marketplace received major upgrades, adding automatic creator‑ID fetching and display, template‑management capabilities (including authenticated creation, sample templates, and creator‑name search), and a host of UI enhancements such as better text wrapping and loading/error handling. Additionally, core integrations were fixed (canister IDs, Internet Identity) and the context/provider structure was improved for more reliable state management.; Week of 2025-09-08: We added a full Motoko compilation pipeline that parses Motoko code, generates realistic WASM, and integrates with the canister service via proper actor initialization, complemented by new UI components (CompilationResults, Terminal) and enhanced logging, validation, and error handling. The ICPad application received substantial backend interface definitions and functionality, while the IDE, Navbar, settings page, and related contexts were polished with UI enhancements and numerous bug fixes. Additionally, we cleaned the repository by removing temporary and backup files, improving code hygiene and overall platform stability.; Week of 2025-09-15: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
memeett/icp,https://github.com/memeett/icp,4,3,1,8,"The README provides a solid overview of the project, clearly lists client and freelancer features, and outlines the technology stack. It includes detailed local‑development setup instructions for both the Motoko backend, the React frontend, and the Python AI components, with commands for installing dependencies, creating virtual environments, and running the services. The structure is logical and the markdown formatting is generally clear.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week we introduced AI‑powered chat, an invoicing feature, a loading overlay, and a new “FreelancerAnswer” component while merging related refactorings and removing obsolete files. The real‑time chat system was overhauled with optimistic UI updates, bidirectional‑messaging fixes, performance tweaks, refreshed error handling, and UI refinements to the authentication flow, and we added a financial summary view for users. Together, these updates expand core functionality, improve reliability and speed of messaging, and provide a clearer, more polished user experience.; Week of 2025-09-15: This week we added a new runtime file and a “notCurrentUser” filter to the GetAllUser function, delivered UI/UX refinements across several pages, and introduced a refreshed JobDetailPage component along with improved authentication handling. We also removed the unused aiAdvisor feature, updated documentation with a new README, and applied numerous bug‑fixes and import corrections to enhance stability and code clarity. Overall, the changes expand functionality, polish the user experience, and increase the project’s reliability.",dfx.json file found - indicates ICP/Dfinity project structure
codemicah/megfi,https://github.com/codemicah/megfi,3,0,1,4,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
ReCheck-io/iob-log-service,https://github.com/ReCheck-io/iob-log-service,2,1,1,4,"The README provides a brief overview of the technology stack and links to additional documentation (e.g., SETUP.md, Nginx configuration), but it lacks essential content directly within the file. There is no clear project description explaining the purpose or high‑level architecture, no step‑by‑step setup instructions for local development, no integration or usage guide, and no contribution guidelines. While the structure is clean and the grammar is acceptable, the missing core sections make the documentation insufficient for new developers or contributors, resulting in a low rating.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: A complete Next.js front‑end for the tokenization service was added under the new `ui/` directory, replacing the placeholder `.gitkeep`. The update introduces configuration files, a package manifest, and a large library of UI components and pages (dashboard, token details, token management modal, etc.) that implement the service’s user interface. This new UI layer provides a functional, styled client application that integrates with the existing backend canisters.",dfx.json file found - indicates ICP/Dfinity project structure
vanisharma24/Orpheus,https://github.com/vanisharma24/Orpheus.git,3,2,1,6,"The README provides a reasonable amount of technical information—local and production deployment steps, a user flow overview, API method listings, and a clear project‑directory tree. This covers the **setup instructions for local development** (dfx commands) and gives a sense of the **project structure** and **backend API**. However, it lacks several key elements needed for higher‑quality documentation:","2 - commits for two weeks. Weekly development summary: Week of 2025-09-15: This week the project was renamed to **Orpheus** and migrated from Create‑React‑App to Vite, updating dependencies (e.g., adding react‑router‑dom, lucide‑react) and scripts accordingly. A full routing layer was added in `src/App.tsx` along with many new pages (dashboard, workspace, community, wallet connection, project onboarding, settings, etc.) and a new audio engine (`OrpheusAudioEngine.ts`) with a React hook (`useAudioEngine`). A fresh `public/index.html` was introduced and the video asset was renamed for proper handling.; Week of 2025-09-22: This week introduced the core **MusicWorkspace** page and a full $MUSE token system, adding Rust canister structs and methods for token info, balances, transfers, minting, and collaboration rewards, plus matching TypeScript API functions, UI components (TokenBalance, TokenTransfer, CollaborationRewards) and a new service file. The frontend was enhanced with an **ErrorBoundary**, new routes, dashboard integration of token data, and updated README and Cargo dependencies (including `ic‑stable‑structures`). Together these changes evolve the project from a simple demo into a decentralized music‑collaboration platform with on‑chain token incentives.",dfx.json file found - indicates ICP/Dfinity project structure
kd-s-t/splitsafe,https://github.com/kd-s-t/splitsafe,2,3,1,6,"The provided README fragment consists mainly of badge images and links to demo videos. It lacks a clear project description, setup or installation instructions, integration or usage guides, and any contribution or code‑of‑conduct information. While the demo video links give a glimpse of functionality, they do not substitute for the essential documentation needed to get the project running locally or to understand how to contribute. The overall structure is minimal and the grammar/formatting cannot be fully judged because the content is incomplete. Consequently, the documentation is limited with significant gaps, meriting a score of 2.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: We delivered a full‑stack real‑time messaging and notification system built on Pusher, adding a hybrid ICP‑Pusher chat with persistent escrow messages, messenger‑style UI, unread‑count tracking, QR‑code modal for Bitcoin addresses, AI‑assistant nickname parsing, and an initial contacts contract, while consolidating the authentication context and updating integration components. Comprehensive TypeScript, ESLint, CI (Husky) and logging upgrades eliminated warnings, deprecated APIs, and duplicate Pusher connections (cutting them by ~50%), improving code quality and stability. These changes provide richer user interactions, reliable real‑time updates, better data integrity, and lower infrastructure costs.; Week of 2025-09-08: This week we added a nudge button to milestone emails, new basic‑escrow and milestone‑escrow pages, reusable transaction‑details components, and a new Associates contract (refactored into a contacts module) with backend validation that is being integrated into the frontend. We hardened security by removing exposed Pusher secrets, separating public and private credentials, and centralizing all environment configuration in AWS SSM with secret handling via GitHub Actions, while also fixing numerous TypeScript, Motoko and ESLint issues, hook dependencies, and type errors. The combined work improves UI functionality, type safety, code quality, and overall production readiness.; Week of 2025-09-15: This week we overhauled the milestone escrow system, adding full contract‑signing support (new schema fields, upload/download UI, signing period, status badges, and active‑state handling) while refactoring escrow logic and cleaning up the data model. We also performed extensive TypeScript/ESLint clean‑ups, reorganized components, applied security fixes (removing an insecure Pusher secret), hardened the CI/CD pipeline, and updated Docker and Terraform configurations for reliable builds and deployments. Finally, we introduced a Bitcoin balance‑management script, integrated Resend‑based email services with updated templates, and improved documentation, UI responsiveness, and observability, delivering a more stable, type‑safe codebase and a smoother user experience.; Week of 2025-09-22: This week we added a production‑ready “Populate Test Data” button, expanded the milestone feature table with Configuration, Scheduled Payment Release, Lifecycle Tracking, and Release Payment Tracking, and introduced inline editing of milestone start dates and durations with auto‑calculated end dates. We also standardized badge names (e.g., Regional_Round_Demo, Contacts_and_API_Demo), refined toast‑notification UI behavior, updated the README and marketing demo video, and resolved Motoko warnings while adding a mainnet deployment script. These improvements streamline data setup, enhance milestone management, and improve documentation and release workflows.",dfx.json file found - indicates ICP/Dfinity project structure
