project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
calimero-network/MeroDocs,https://github.com/calimero-network/MeroDocs,3,1,1,5,"The README provides a clear feature overview and fairly detailed local‑development setup steps (building the logic, deploying the canister, installing and running the front‑end, and initializing an application context). It also mentions where to find the full canister build instructions and lists required environment variables, which is helpful for developers getting started.","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week the team added a new AI document‑analysis canister (including chunked contract parsing, embeddings, and similarity‑based search) and integrated it with a legal chatbot that now supports PDF embedding, LLM‑driven responses, and improved identity resolution. They also reorganized the ICP canisters into a unified directory, refactored backend actors and the llm_chatbot canister, and enhanced the deployment workflow with verification steps, better logging, and dependency updates. Overall, the changes introduce core AI‑powered document processing capabilities while stabilizing and streamlining the canister architecture and deployment process.",dfx.json file found - indicates ICP/Dfinity project structure
ICPWorkOfficial/backend-canisters,https://github.com/ICPWorkOfficial/backend-canisters,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
samar-ux/I-dev,https://github.com/samar-ux/I-dev,2,1,0,3,"The README provides a solid high‑level overview, feature list, and detailed Web3 payment‑gateway configuration, which is useful for understanding what the project does. However, it lacks the essential elements required for comprehensive documentation:","1 - commits for only one week. Weekly development summary: Week of 2025-09-15: This week we launched a full‑featured shipping and delivery platform with multi‑channel confirmations (SMS, Email, WhatsApp), an advanced UI, and a Web3‑based payment suite covering Ethereum, Polygon, BSC, ICP, DeFi, NFT and cross‑chain bridges, complemented by a new AdminDashboard for admin, user‑management, monitoring and analytics. The registration flow was expanded to four verification methods (World ID, MFA, KYC/AML, ICP) with hardened KYC/AML and World ID processes, while UI/UX tweaks added automatic home‑page redirects, removed the word “customer,” and refined translation controls. Full multilingual support (Arabic, English, French) with a language‑switch component was also introduced, delivering a more global, secure, and streamlined user experience.; Week of 2025-09-22: Added a CHANGELOG, updated the README with recent feature highlights, and enriched package.json with full project metadata (keywords, author, repository, bugs, homepage, license). Introduced a new SocialMediaLinks component and integrated it into HomePage and Layout to display social links, while also reverting previous Internet Identity changes and cleaning up old build assets. Updated the Vite configuration to use esbuild minification with console/debugger removal, improving the build process.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
aliscie2/oDoc,https://github.com/aliscie2/oDoc,4,3,1,8,"The README provides a solid project overview, clear description of the platform’s purpose, and a fairly detailed “Quick Start” section with prerequisites, cloning instructions, a one‑command deployment script, port configuration steps, and how to run the app locally. The tech stack and architecture are well‑outlined, and helpful video tutorials are linked. However, it lacks explicit contribution guidelines (e.g., how to submit PRs, code style, testing, or issue reporting) and does not include an integration guide for consuming the backend services or APIs. Minor formatting inconsistencies (e.g., broken markdown headings, a truncated “Voice Calen” line) and a few typographical errors also detract slightly from overall polish. Overall, the documentation is good but could be improved by adding contribution instructions and fixing the minor formatting issues.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: The theming system was simplified and authentication logic was moved into a dedicated hook, while UI components such as AIConversationStep and CryptoAgreementStep received smoother animations, custom styling, and minor bug fixes. The landing page was overhauled with clearer text, refined typography, responsive layout tweaks, richer email notifications (skeleton loading, detailed previews, badge‑style alerts) and updated SEO meta tags. Additionally, file‑content handling was made more reliable with loading/404 fixes and null‑check permissions, unused tutorial components were removed, and the index page was cleaned up for improved performance and search positioning.; Week of 2025-09-08: Added SEO schema (job‑posting and FAQ) with a revised landing‑page title, dynamic AI‑service credit calculation displayed to three‑decimal precision, refreshed branding assets (logo, thumbnails, full PWA/Apple splash‑screen icons), and a new reusable CallToActionStep component with customizable LoginButton text. Refactored AI integration into a central `ask_ai` utility, migrated from Anthropic to the cost‑effective Groq provider (updating model selection and token limits), and introduced retrieval‑augmented generation for general queries and job‑matching documentation. Improved authentication (re‑enabling `derivationOrigin` and simplifying identity‑provider config) and performed extensive UI and code‑style clean‑ups, resulting in better search visibility, lower AI costs, richer functionality, and a more polished, installable app.; Week of 2025-09-15: This week the chatbot received major UI and interaction upgrades—adding an isLatestMessage prop, context‑aware features, auto‑complete typing animations, smoother bubble animations, and personalized welcome messages. The job‑search flow was redesigned with quality indicators, empty states, improved match‑card and selector UI, while calendar integration was unified and the theme system was refined (chip variants, light/dark mode tweaks, pulse animation). Additional enhancements include USDC conversion in the wallet, affiliate‑ID support and responsive layout for registration, new SEO/FAQ pages, and numerous bug fixes and type‑safety refactors.",dfx.json file found - indicates ICP/Dfinity project structure
diwanmuhamad/neuronet-dao,https://github.com/diwanmuhamad/neuronet-dao,3,3,1,7,"The README provides a solid project overview, lists features, and includes fairly detailed local‑development setup steps (prerequisites, environment variables, cloning, backend deployment, frontend start, and testing fund instructions). However, it lacks a contribution guide, has an incomplete code snippet in the “Fund Your Local Account” section, and contains minor grammatical and formatting issues (e.g., “Item managements”, truncated command, inconsistent bullet styling). While the core setup is covered, the missing contribution instructions and the unfinished parts prevent it from reaching a higher rating.","3 - commits for every other week. Weekly development summary: Week of 2025-09-01: Implemented an enhanced StarRating component that now accepts a totalRatings prop and displays the count alongside the rating. Refactored the FeaturedSection and TrendingSection components to use the shared StarRating and a new SecureImage wrapper, adding image‑error fallback logic and simplifying duplicated star‑rendering code. These updates improve rating visibility and make image rendering more reliable across the marketplace UI.; Week of 2025-09-08: This week we added category‑fetching and filter capabilities, introduced a search feature on the marketplace page, and refined item‑detail and profile pages while updating marketplace routing and titles for clearer navigation. The marketplace page was also migrated/refactored to improve its structure and maintainability. Together, these changes boost browsing and search efficiency, enhance user experience, and streamline data handling across the platform.; Week of 2025-09-15: This week introduced several new capabilities, including an AI agents chat, a shopping‑cart module, on‑chain verification, marketplace image rendering, and a home‑section update feature wrapped in a suspense component. It also delivered extensive UI and UX refinements—mobile image and text visibility fixes, responsive titles, updated fonts and item‑creation styling, removal of scroll‑triggered animations, a profile‑page refactor, and the removal of the libsql dependency with refreshed documentation. Together, these changes expand functionality, improve performance and consistency across platforms, and provide a cleaner foundation for future development.; Week of 2025-09-22: This week we added a skip‑duplicate check for item updates, refined the chat scrolling behavior, and updated the user‑text color to improve UI clarity, accompanied by documentation updates. We also enhanced the AI output checker to increase its validation accuracy and reliability. Together, these changes boost overall functionality, user experience, and the dependability of AI‑generated content assessment.",dfx.json file found - indicates ICP/Dfinity project structure
DannyVRSE/CLM,https://github.com/DannyVRSE/CLM,2,1,1,4,"The README provides a decent high‑level project description, a feature list, and a brief “Running the Project Locally” section that mentions cloning the repo, installing npm packages, and executing a deployment script. However, it lacks comprehensive setup instructions (e.g., installing DFINITY SDK, starting the local replica, building and serving the React/Vite frontend, configuring environment variables, or how to run tests). There is no integration guide for consuming the canisters, nor any contribution guidelines, code of conduct, or instructions on how to submit pull requests. The example section is cut off, and there are several grammatical/formatting issues that affect readability. Overall, the documentation covers only the most basic steps and misses many key elements expected for a well‑documented project.",1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Minor updates and fixes.,dfx.json file found - indicates ICP/Dfinity project structure
Kyrylog/proof-of-recycling,https://github.com/Kyrylog/proof-of-recycling/,1,1,1,3,"The provided README excerpt contains only three external links (a presentation, a demo video, and a deployed project URL) and lacks any substantive content. There is no project description, no setup or installation instructions for local development, no integration or usage guide, and no contribution guidelines. The overall structure, clarity, grammar, and formatting cannot be assessed beyond the fact that the documentation is essentially absent. Consequently, it falls into the “Very Poor” category.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: A new Market page was added to the frontend, introducing the components MarketFilters, MarketGrid, and the page wrapper MarketPage along with an index export. These files provide filtering and grid‑based display functionality for a marketplace view, expanding the app’s UI to browse items or NFTs. No existing files were altered.",dfx.json file found - indicates ICP/Dfinity project structure
sambhavverma2004/Sentinel-ICP,https://github.com/sambhavverma2004/Sentinel-ICP/tree/main,0,1,1,2,No documentation assessment provided.,"1 - commits for only one week. Weekly development summary: Week of 2025-09-22: A full‑stack application was scaffolded, adding a TypeScript/Node backend with shipment and supplier models, controllers, routes, a seed script, and server entry point, plus a Motoko canister (`sentinel_core`). The React frontend was introduced with numerous UI components—including analytics dashboards, blockchain view, product form, QR‑code generator/scanner, role switching, and timeline visualizations—alongside full project configuration (Vite, Tailwind, ESLint, etc.). These additions constitute the initial implementation of the system’s core data APIs and interactive user interface.",dfx.json file found - indicates ICP/Dfinity project structure
Deepakraj522/HoloHealth---An-AI-Driven-Medical-Assistant-Redefined-Version-,https://github.com/Deepakraj522/HoloHealth---An-AI-Driven-Medical-Assistant-Redefined-Version-,3,1,0,4,"The README provides solid setup instructions for local development, including prerequisites, cloning the repo, backend and frontend installation, and required configuration files. It also lists environment variables and a brief overview of the AI/ML models used. However, it lacks a clear, high‑level project description that explains the purpose, core features, and architecture of the application. There is no integration guide (e.g., how the frontend communicates with the Flask API beyond the URLs) and no contribution guidelines, code of conduct, testing instructions, or licensing information. While the formatting is readable and the steps are generally well‑structured, the missing sections prevent it from being a comprehensive documentation set, placing it at a “Fair” level.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: The week delivered the first full version of the HoloHealth AI Medical Assistant, adding a complete React/Tailwind frontend (navigation, symptom analysis, doctor consultation, mental‑wellness modules, Firebase auth, and UI assets) and a Flask backend with ML models, data pipelines, and API endpoints. It also introduced extensive data resources (combined disease‑symptom CSVs, mapping files, and Jupyter notebooks) plus configuration for Google Gemini and OpenAI integrations. Overall, the commit establishes the entire project scaffolding and core functionality from scratch.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
smirk-dev/BharatChain,https://github.com/smirk-dev/BharatChain,2,1,0,3,"The README fragment provides some useful information—lists features, shows a quick‑start section with prerequisites and a few launch commands, and includes a brief compliance overview. However, it falls short of comprehensive documentation:","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: This week the backend was expanded with a secure Government Data Exchange platform (encrypted APIs, consent management, rate‑limiting), end‑to‑end payment processing routes, comprehensive compliance‑and‑audit services, QR‑code generation, broadcast and chat modules, a notification system, offline‑sync queues, full mobile‑configuration and two‑factor authentication services, and layered blockchain integration for grievance handling and citizen documents, all reinforced with lazy‑loaded, fallback‑ready AI/ML libraries and a resilient PDF processing pipeline. The CitizenDashboard received major UI upgrades—including new Open Data, Compliance & Audit, Government Services, Emergency tabs, richer table components, status‑tracking for external APIs, and a refined responsive grid—while system‑wide observability was boosted with extensive health‑check, metrics, and real‑time WebSocket endpoints. Collectively these changes dramatically improve security, reliability, performance, and scalability across web, mobile, and blockchain layers, delivering a more robust, feature‑rich platform for government and citizen interactions.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
CypherChaser/Decentralized_Online_Voting_System_New,https://github.com/CypherChaser/Decentralized_Online_Voting_System_New,3,0,1,4,"The README provides a solid project overview, lists key features, and includes fairly detailed local‑development setup instructions (prerequisites, installation steps, and how to start each service). The architecture diagram and access URLs help users understand the system layout. However, the documentation is incomplete: the “Project Structure” section is cut off, there are no contribution guidelines, no instructions on how to integrate this voting system into other applications, no testing or deployment notes, and no licensing information. While the existing sections are clear and well‑formatted, the missing elements prevent it from being a comprehensive guide, placing it at a “fair” level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Ray-5106/EchoLedger-Regional-Round-,https://github.com/Ray-5106/EchoLedger-Regional-Round-,1,1,0,2,"The README consists only of a title line and a version number, providing virtually no information about the project. It lacks a general description of what the project does, any setup or installation instructions for local development, integration guidance, contribution guidelines, or any other structural or grammatical content. Because there is essentially no documentation beyond the title, it falls into the “Very Poor” category.","1 - commits for only one week. Weekly development summary: Week of 2025-09-22: Added a brief README.md file to provide basic project documentation. Uploaded an ECL.zip archive, likely containing code or resources for the project. No other modifications were made.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
