project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
syahiidkamil/living-internet-protocol,https://github.com/syahiidkamil/living-internet-protocol,4,1,1,6,"The README provides a solid overview of the Living Internet Protocol project, clearly outlining its purpose, key features, and technology stack. It includes comprehensive local development setup instructions (prerequisites, cloning, dependency installation, local replica start, canister deployment, and frontend server launch) and details on testing and deployment for both local and mainnet environments. The “How It Works” section explains the verification flow, NFT minting, and forum demo, giving readers a functional understanding of the system. A contribution link is provided, satisfying the contribution‑guidelines criterion.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week added three new front‑end pages—**SocialMediaDemo**, **MerchantDashboard**, and a standalone **CaptchaWidget**—and updated the main App component to route to them, including a query‑parameter “widget” mode that renders only the widget. New navigation buttons for the demo and dashboard were introduced, and the default view was switched to the demo page. These changes broaden the UI with a social‑media showcase, a merchant admin interface, and an embeddable widget, enhancing the app’s functionality beyond its original playground, forum, and marketplace pages.",dfx.json file found - indicates ICP/Dfinity project structure
arincantikam26/i-GuardX,https://github.com/arincantikam26/i-GuardX,0,0,1,1,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
HEFIN01/HEFIN-01,https://github.com/HEFIN01/HEFIN-01,3,1,1,5,"The README provides a solid project overview, clear architecture description, and fairly detailed local development/setup instructions (prerequisites, starting the replica, installing frontend dependencies, building and deploying, and how to access the app). It also outlines basic usage and future improvement ideas. However, it lacks explicit contribution guidelines (e.g., how to submit issues or pull requests) and does not give a thorough integration guide for any external services (the brief mention of MongoDB and Docker is incomplete). The formatting is a bit inconsistent (mixed heading styles, stray symbols) and could be cleaned up for better readability. Overall, the documentation covers the essential basics but misses several key elements, placing it at a “fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we established a full containerized project scaffold with a Dockerfile, docker‑compose.yml, and updated README, and migrated the backend from Node.js to an Internet Computer setup by adding dfx.json, a Motoko canister (cannister.mo/main.mo) and its interface definition (hefin.did). Legacy Node.js files were removed and a new server.js was introduced, laying the foundation for the new Motoko‑based canister. Minor updates and bug fixes were applied throughout.",dfx.json file found - indicates ICP/Dfinity project structure
Ujjwal-sinha/InsureBTC,https://github.com/Ujjwal-sinha/InsureBTC,1,0,1,2,"The README contains only a brief canister URL and a list of frontend API endpoints with their parameters and return values. It lacks a general project description, any setup or installation instructions for local development, contribution guidelines, or broader integration guidance. The structure is minimal, and there are several typographical errors (e.g., “Tkes”). Overall, the documentation provides only the most basic information and does not meet any of the key criteria for a usable README.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
avi1967/ChainMail,https://github.com/avi1967/ChainMail.git,3,0,1,4,"The README provides a clear and attractive project overview, feature list, screenshots, and a tech‑stack table, which gives readers a good sense of what ChainMail does and how it’s built. The formatting and grammar are generally solid, and the visual assets enhance readability.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Afarisphi/white-binder,https://github.com/Afarisphi/white-binder,0,0,1,1,No documentation assessment provided.,0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
DiegoFloresWenHao/ICP_Coder,https://github.com/DiegoFloresWenHao/ICP_Coder,3,2,1,6,"The README provides a solid project overview, clear prerequisites, and step‑by‑step setup instructions for creating a virtual environment, installing dependencies, configuring environment variables, and ingesting documentation and code samples. It also outlines how to start the authentication service and register a user, which covers the core local‑development workflow.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Implemented Motoko documentation ingestion and indexing by adding clone_motoko_docs.py, a new motoko_docs_ingester, updating the README, and refactoring the RAG pipeline (MCP_Server and rag modules) to use a project‑root ChromaDB instance and shared base utilities. Added a persistent chat‑history feature to the API, introducing Conversation models, a SQLite conversation repository, context‑injection chain handling, and updated imports and schema initialization in api_server.py. These changes broaden the knowledge base beyond code samples and enable stateful, context‑aware conversations.; Week of 2025-09-15: This week we added a validated API‑key creation endpoint to the MCP server and introduced an automated cronjob for ingesting Motoko repositories. The MCP server was refactored and integrated with the Cursor tool, enhancing its functionality and maintainability. Additionally, the API server was refactored to prepare for future integration with the IC‑Vibe‑Coding‑Template‑Motoko, laying groundwork for new template support.; Week of 2025-09-22: The legacy MCP server files (`MCP_Server/README.md`, `mcp_server.py`, `test_mcp.py`) were removed and the project README was expanded to introduce a new MCP Server overview, updated feature list, and clearer setup instructions. The example MCP server configuration was also enhanced to include an `API_KEY` header for authentication. Overall, the week focused on cleaning up old code and improving documentation and config guidance for the MCP server.",dfx.json file found - indicates ICP/Dfinity project structure
BeGods/ICP-HACKATHON,https://github.com/BeGods/ICP-HACKATHON.git,2,2,1,5,"The README provides a decent high‑level overview of the project and a clear directory tree, which helps readers understand the overall architecture. However, it lacks essential practical information. There are no explicit setup or installation steps for getting the frontend, backend, or on‑chain components running locally, nor any guidance on required tools, environment variables, or how to use the provided scripts. Integration instructions (e.g., how to connect the game launcher to a wallet or how to deploy the canisters) are missing. There is no section on how contributors should get involved, submit pull requests, or follow coding standards. While the document is fairly well‑formatted and free of major grammatical errors, the absence of these critical sections makes it incomplete for developers and contributors. Consequently, it falls into the “Poor” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Added a LICENSE.txt and NOTICE.txt to introduce the FrogDogGames Public License (FDGPL) for the project, and updated the README.md to include a new “License” section linking to the license file. No code or functional changes were made beyond documentation. This primarily formalizes the project's legal terms without altering existing features.; Week of 2025-09-15: This week added a new booster‑NFT claim flow and expanded cross‑collection NFT handling by introducing token‑index mapping, a BoosterInfo type, stable storage for collection canisters, and backend APIs such as debug_getTokenIndexMapping and userNFTsAllCollections. Front‑end components (NftCard, BuyNft, collection details) were refactored to use the new APIs, log token IDs, and support the booster claim, while scripts were updated to create a burner identity for testing. Together these changes improve NFT management, debugging, and introduce the booster‑NFT feature.; Week of 2025-09-22: Added a Rust‑based game‑agent canister to enable on‑chain game logic and updated the marketplace UI with a new NFT‑burn interface, enhancing token lifecycle management. Minor updates and bug fixes were also applied across the codebase. Together, these changes broaden the platform’s gaming capabilities and improve the overall user experience.",dfx.json file found - indicates ICP/Dfinity project structure
research-ag/hosty-live-fe,https://github.com/research-ag/hosty-live-fe,2,0,1,3,"The README provides a brief project description (“template provides a minimal setup to get React working in Vite”) and a useful section on extending the ESLint configuration, including concrete code snippets. However, it lacks essential documentation elements:",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
riyqnn/Medical,https://github.com/riyqnn/Medical,3,2,1,6,"The README provides a solid project description, outlining the problem, the solution, key features, and the tech stack. It also includes links to a demo video and pitch deck, and uses clear headings and emojis for visual structure. However, it lacks essential elements such as setup instructions for running the project locally, any integration or usage guide, and contribution guidelines. Without these, developers cannot easily get the project up and running or know how to contribute, which are critical for comprehensive documentation. Grammar and formatting are generally good, but the missing practical guidance keeps the overall quality at a “fair” level.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The week’s work focused on substantially expanding and polishing the project documentation: the README was rewritten to include a richer overview, mission, problem/solution sections, demo‑video and pitch‑deck badges, a flowchart image, and detailed architecture explanations. No code files were added, removed, or altered, so the functional features of the application remain unchanged. Overall, the changes improve project presentation and clarity for users and stakeholders.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
Yohanpau/DueMinder,https://github.com/Yohanpau/DueMinder.git,2,2,1,5,"The README fragment provides some ad‑hoc setup steps (installing dependencies, creating a .env file, running the server) but lacks a clear project description, overview, or purpose. It focuses heavily on a specific PDF‑parse error and even instructs editing files inside node_modules, which is not a standard or recommended practice. There are no integration guides, contribution guidelines, or organized sections (e.g., Prerequisites, Installation, Usage). Grammar and formatting are inconsistent, with stray symbols and unclear instructions. Overall, the documentation is incomplete and poorly structured, resulting in a low rating.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Implemented a new payment system by adding a `Payment` model to the Prisma schema, extending the `Bill` model with `status` and a `payments` relation, and creating a full Payment module (controller, service, DTO, tests) that’s now imported in `AppModule`. Updated the Bills service to set default bill status, include payment histories in queries, and handle related data. These changes introduce payment tracking functionality and enhance bill management throughout the backend.; Week of 2025-09-15: This week we added a History page with smooth page‑transition effects and introduced a new payment‑method workflow complete with confirmation modals, enhancing navigation and checkout functionality. We also refined existing UI components by fixing edit and delete modals, simplifying routing logic in protectedroutes.jsx, and applying spacing tweaks, animations, and various bug fixes for a more polished look and feel. These updates collectively improve user experience, streamline interactions, and increase confidence during transactions.; Week of 2025-09-22: This week we applied a series of minor updates and bug fixes throughout the codebase. Additionally, we introduced a new feature that evaluates whether a bill is paid on time, merging the Development and yohan branches to integrate this functionality and related enhancements. The changes collectively improve the billing module by adding timeliness checking while polishing existing functionality.",dfx.json file found - indicates ICP/Dfinity project structure
divin3circle/optic,https://github.com/divin3circle/optic,3,2,1,6,"The README provides a solid high‑level overview of the project – a clear description, key features, a table of contents, and sections on architecture and the “Web3 Way” concept. The structure is well‑organized and the formatting/grammar are good. However, the essential practical details are missing from the excerpt: the “Quick Start” section lists subsections (Prerequisites, Installation, Development, Troubleshooting) but no actual commands or step‑by‑step instructions are shown, and there is no contribution guide, code of conduct, or instructions for integrating the library into other projects. Because the documentation covers the project description and overall architecture but lacks the detailed setup and contribution information needed for developers to get started or contribute, it falls into the “fair” range.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week a new **JoinGroup** page and route were added, and the GroupProfile component now includes a copy‑invite‑link button that generates a shareable URL. Several hooks (user, chats, group chat messages, personal chat rooms) were enhanced with `refetchInterval` and `staleTime` settings for fresher data, and a new `useGetChatRoom` hook was introduced. A minor consistency fix was also made to an error message in `usePersonalChatRooms`.; Week of 2025-09-15: This week the chat system was extended to support media attachments: a new `mediaUrl` field was added to the message types on both the backend and frontend, the backend `send_personal_message` method now accepts an optional media URL, and a `MediaModal` component with portal rendering was introduced to display images in `MessageBubble`. The frontend now uses the `use‑file‑picker` library (added to dependencies) to select, convert, and upload images via a new `useMediaCanister` hook, clearing the media URL after sending and showing thumbnails in the chat UI. Additional tweaks include removing aggressive refetch intervals, minor UI styling updates, and console‑logging for debugging.",dfx.json file found - indicates ICP/Dfinity project structure
